USB2G13063_1:101		Capture_1:201		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		
550.362	995.83	550.362	973.22	550.362	965.5	550.362	1026	550.362	1025.28	550.362	988.17	
550.713	981.83	550.713	981.22	550.713	984.5	550.713	1017	550.713	1016.28	550.713	983.17	
551.064	989.83	551.064	968.22	551.064	960.5	551.064	1031	551.064	996.28	551.064	979.17	
551.415	982.83	551.415	978.22	551.415	962.5	551.415	1017	551.415	1024.28	551.415	988.17	
551.766	997.83	551.766	972.22	551.766	979.5	551.766	1019	551.766	1000.28	551.766	978.17	
552.117	980.83	552.117	962.22	552.117	959.5	552.117	1022	552.117	1012.28	552.117	980.17	
552.468	971.83	552.468	950.22	552.468	953.5	552.468	1013	552.468	994.28	552.468	992.17	
552.819	961.83	552.819	966.22	552.819	954.5	552.819	989	552.819	995.28	552.819	962.17	
553.17	982.83	553.17	960.22	553.17	957.5	553.17	1003	553.17	996.28	553.17	973.17	
553.521	970.83	553.521	964.22	553.521	955.5	553.521	1013	553.521	989.28	553.521	968.17	
553.872	948.83	553.872	940.22	553.872	932.5	553.872	1001	553.872	989.28	553.872	944.17	
554.223	964.83	554.223	949.22	554.223	952.5	554.223	996	554.223	976.28	554.223	954.17	
554.573	946.83	554.573	937.22	554.573	933.5	554.573	998	554.573	988.28	554.573	957.17	
554.924	958.83	554.924	941.22	554.924	925.5	554.924	1002	554.924	986.28	554.924	961.17	
555.275	953.83	555.275	929.22	555.275	925.5	555.275	978	555.275	963.28	555.275	963.17	
555.625	919.83	555.625	920.22	555.625	915.5	555.625	982	555.625	960.28	555.625	926.17	
555.976	930.83	555.976	945.22	555.976	924.5	555.976	963	555.976	954.28	555.976	949.17	
556.326	940.83	556.326	928.22	556.326	925.5	556.326	965	556.326	975.28	556.326	916.17	
556.677	924.83	556.677	913.22	556.677	904.5	556.677	978	556.677	958.28	556.677	920.17	
557.028	929.83	557.028	921.22	557.028	914.5	557.028	977	557.028	943.28	557.028	953.17	
557.378	916.83	557.378	928.22	557.378	917.5	557.378	968	557.378	945.28	557.378	923.17	
557.728	917.83	557.728	916.22	557.728	902.5	557.728	968	557.728	944.28	557.728	930.17	
558.079	917.83	558.079	900.22	558.079	903.5	558.079	957	558.079	952.28	558.079	924.17	
558.429	900.83	558.429	907.22	558.429	898.5	558.429	971	558.429	941.28	558.429	932.17	
558.779	902.83	558.779	918.22	558.779	904.5	558.779	953	558.779	921.28	558.779	919.17	
559.13	915.83	559.13	906.22	559.13	895.5	559.13	956	559.13	929.28	559.13	903.17	
559.48	880.83	559.48	899.22	559.48	889.5	559.48	934	559.48	918.28	559.48	908.17	
559.83	882.83	559.83	901.22	559.83	901.5	559.83	959	559.83	921.28	559.83	901.17	
560.18	894.83	560.18	883.22	560.18	875.5	560.18	949	560.18	905.28	560.18	908.17	
560.531	892.83	560.531	895.22	560.531	889.5	560.531	945	560.531	920.28	560.531	871.17	
560.881	881.83	560.881	905.22	560.881	887.5	560.881	943	560.881	895.28	560.881	895.17	
561.231	894.83	561.231	890.22	561.231	871.5	561.231	939	561.231	910.28	561.231	892.17	
561.581	896.83	561.581	896.22	561.581	876.5	561.581	931	561.581	900.28	561.581	880.17	
561.931	884.83	561.931	881.22	561.931	872.5	561.931	928	561.931	898.28	561.931	901.17	
562.281	868.83	562.281	879.22	562.281	880.5	562.281	921	562.281	894.28	562.281	888.17	
562.631	862.83	562.631	877.22	562.631	862.5	562.631	929	562.631	914.28	562.631	877.17	
562.981	878.83	562.981	878.22	562.981	868.5	562.981	925	562.981	908.28	562.981	875.17	
563.33	851.83	563.33	875.22	563.33	853.5	563.33	933	563.33	900.28	563.33	872.17	
563.68	877.83	563.68	885.22	563.68	866.5	563.68	912	563.68	897.28	563.68	874.17	
564.03	875.83	564.03	867.22	564.03	853.5	564.03	901	564.03	880.28	564.03	869.17	
564.38	879.83	564.38	880.22	564.38	852.5	564.38	912	564.38	889.28	564.38	858.17	
564.729	858.83	564.729	877.22	564.729	844.5	564.729	902	564.729	877.28	564.729	861.17	
565.079	855.83	565.079	853.22	565.079	855.5	565.079	911	565.079	878.28	565.079	854.17	
565.429	870.83	565.429	857.22	565.429	846.5	565.429	903	565.429	877.28	565.429	872.17	
565.778	858.83	565.778	857.22	565.778	839.5	565.778	938	565.778	910.28	565.778	874.17	
566.128	866.83	566.128	866.22	566.128	860.5	566.128	932	566.128	884.28	566.128	878.17	
566.478	866.83	566.478	858.22	566.478	855.5	566.478	915	566.478	885.28	566.478	874.17	
566.827	851.83	566.827	867.22	566.827	870.5	566.827	917	566.827	896.28	566.827	862.17	
567.176	852.83	567.176	860.22	567.176	855.5	567.176	912	567.176	870.28	567.176	859.17	
567.526	857.83	567.526	871.22	567.526	843.5	567.526	912	567.526	886.28	567.526	867.17	
567.875	854.83	567.875	868.22	567.875	854.5	567.875	922	567.875	891.28	567.875	856.17	
568.225	873.83	568.225	876.22	568.225	845.5	568.225	905	568.225	898.28	568.225	844.17	
568.574	864.83	568.574	864.22	568.574	832.5	568.574	897	568.574	874.28	568.574	864.17	
568.923	857.83	568.923	858.22	568.923	844.5	568.923	914	568.923	863.28	568.923	870.17	
569.272	851.83	569.272	854.22	569.272	835.5	569.272	905	569.272	878.28	569.272	845.17	
569.622	850.83	569.622	844.22	569.622	846.5	569.622	915	569.622	866.28	569.622	853.17	
569.971	839.83	569.971	841.22	569.971	842.5	569.971	913	569.971	865.28	569.971	842.17	
570.32	850.83	570.32	856.22	570.32	835.5	570.32	901	570.32	865.28	570.32	849.17	
570.669	858.83	570.669	853.22	570.669	841.5	570.669	907	570.669	881.28	570.669	846.17	
571.018	852.83	571.018	854.22	571.018	826.5	571.018	893	571.018	891.28	571.018	851.17	
571.367	844.83	571.367	843.22	571.367	843.5	571.367	898	571.367	874.28	571.367	845.17	
571.716	837.83	571.716	849.22	571.716	842.5	571.716	913	571.716	891.28	571.716	859.17	
572.065	861.83	572.065	870.22	572.065	850.5	572.065	923	572.065	886.28	572.065	857.17	
572.414	833.83	572.414	864.22	572.414	838.5	572.414	914	572.414	885.28	572.414	852.17	
572.763	865.83	572.763	868.22	572.763	844.5	572.763	927	572.763	890.28	572.763	864.17	
573.112	860.83	573.112	866.22	573.112	851.5	573.112	903	573.112	884.28	573.112	858.17	
573.461	862.83	573.461	871.22	573.461	852.5	573.461	916	573.461	907.28	573.461	879.17	
573.809	870.83	573.809	873.22	573.809	838.5	573.809	914	573.809	913.28	573.809	865.17	
574.158	861.83	574.158	876.22	574.158	873.5	574.158	910	574.158	921.28	574.158	869.17	
574.507	867.83	574.507	891.22	574.507	864.5	574.507	936	574.507	904.28	574.507	873.17	
574.855	872.83	574.855	877.22	574.855	884.5	574.855	933	574.855	903.28	574.855	866.17	
575.204	877.83	575.204	869.22	575.204	870.5	575.204	927	575.204	906.28	575.204	857.17	
575.553	863.83	575.553	867.22	575.553	864.5	575.553	931	575.553	892.28	575.553	862.17	
575.901	881.83	575.901	876.22	575.901	864.5	575.901	940	575.901	912.28	575.901	880.17	
576.25	871.83	576.25	876.22	576.25	881.5	576.25	937	576.25	904.28	576.25	884.17	
576.598	867.83	576.598	884.22	576.598	889.5	576.598	939	576.598	907.28	576.598	869.17	
576.947	880.83	576.947	892.22	576.947	870.5	576.947	956	576.947	918.28	576.947	878.17	
577.295	885.83	577.295	878.22	577.295	877.5	577.295	933	577.295	920.28	577.295	868.17	
577.644	882.83	577.644	875.22	577.644	868.5	577.644	938	577.644	907.28	577.644	885.17	
577.992	883.83	577.992	890.22	577.992	888.5	577.992	953	577.992	927.28	577.992	877.17	
578.34	879.83	578.34	887.22	578.34	869.5	578.34	953	578.34	910.28	578.34	894.17	
578.688	882.83	578.688	886.22	578.688	899.5	578.688	956	578.688	935.28	578.688	894.17	
579.037	888.83	579.037	903.22	579.037	882.5	579.037	961	579.037	936.28	579.037	894.17	
579.385	903.83	579.385	896.22	579.385	887.5	579.385	935	579.385	929.28	579.385	889.17	
579.733	896.83	579.733	909.22	579.733	878.5	579.733	956	579.733	943.28	579.733	901.17	
580.081	897.83	580.081	905.22	580.081	900.5	580.081	961	580.081	955.28	580.081	898.17	
580.429	892.83	580.429	907.22	580.429	889.5	580.429	958	580.429	944.28	580.429	896.17	
580.777	891.83	580.777	901.22	580.777	884.5	580.777	961	580.777	963.28	580.777	891.17	
581.125	909.83	581.125	901.22	581.125	904.5	581.125	972	581.125	957.28	581.125	887.17	
581.473	913.83	581.473	914.22	581.473	903.5	581.473	969	581.473	951.28	581.473	913.17	
581.821	898.83	581.821	911.22	581.821	901.5	581.821	979	581.821	944.28	581.821	898.17	
582.169	914.83	582.169	914.22	582.169	887.5	582.169	968	582.169	955.28	582.169	900.17	
582.517	913.83	582.517	909.22	582.517	904.5	582.517	975	582.517	970.28	582.517	911.17	
582.865	909.83	582.865	907.22	582.865	917.5	582.865	971	582.865	950.28	582.865	923.17	
583.213	907.83	583.213	904.22	583.213	912.5	583.213	998	583.213	972.28	583.213	913.17	
583.56	925.83	583.56	938.22	583.56	914.5	583.56	980	583.56	957.28	583.56	927.17	
583.908	928.83	583.908	953.22	583.908	912.5	583.908	987	583.908	985.28	583.908	917.17	
584.256	927.83	584.256	922.22	584.256	930.5	584.256	992	584.256	993.28	584.256	919.17	
584.603	925.83	584.603	918.22	584.603	923.5	584.603	985	584.603	978.28	584.603	926.17	
584.951	944.83	584.951	934.22	584.951	927.5	584.951	999	584.951	972.28	584.951	914.17	
585.299	915.83	585.299	918.22	585.299	923.5	585.299	972	585.299	984.28	585.299	937.17	
585.646	942.83	585.646	941.22	585.646	931.5	585.646	985	585.646	1004.28	585.646	942.17	
585.994	935.83	585.994	937.22	585.994	932.5	585.994	1004	585.994	993.28	585.994	931.17	
586.341	935.83	586.341	947.22	586.341	952.5	586.341	1003	586.341	1007.28	586.341	931.17	
586.688	941.83	586.688	939.22	586.688	938.5	586.688	991	586.688	1003.28	586.688	950.17	
587.036	935.83	587.036	948.22	587.036	941.5	587.036	1011	587.036	993.28	587.036	940.17	
587.383	933.83	587.383	947.22	587.383	952.5	587.383	1013	587.383	1000.28	587.383	945.17	
587.731	935.83	587.731	933.22	587.731	940.5	587.731	997	587.731	1011.28	587.731	925.17	
588.078	929.83	588.078	945.22	588.078	947.5	588.078	1000	588.078	999.28	588.078	931.17	
588.425	933.83	588.425	956.22	588.425	938.5	588.425	996	588.425	1006.28	588.425	945.17	
588.772	943.83	588.772	934.22	588.772	941.5	588.772	1027	588.772	997.28	588.772	928.17	
589.119	933.83	589.119	953.22	589.119	942.5	589.119	1004	589.119	1018.28	589.119	953.17	
589.467	925.83	589.467	940.22	589.467	930.5	589.467	1002	589.467	998.28	589.467	939.17	
589.814	947.83	589.814	942.22	589.814	951.5	589.814	1020	589.814	1018.28	589.814	943.17	
590.161	943.83	590.161	962.22	590.161	937.5	590.161	1020	590.161	1007.28	590.161	940.17	
590.508	939.83	590.508	947.22	590.508	945.5	590.508	1010	590.508	996.28	590.508	945.17	
590.855	926.83	590.855	947.22	590.855	945.5	590.855	1007	590.855	1029.28	590.855	943.17	
591.202	942.83	591.202	961.22	591.202	954.5	591.202	1017	591.202	1012.28	591.202	939.17	
591.549	946.83	591.549	940.22	591.549	956.5	591.549	1011	591.549	1035.28	591.549	927.17	
591.895	940.83	591.895	940.22	591.895	951.5	591.895	1025	591.895	1034.28	591.895	938.17	
592.242	950.83	592.242	947.22	592.242	931.5	592.242	1019	592.242	1010.28	592.242	958.17	
592.589	942.83	592.589	974.22	592.589	951.5	592.589	1010	592.589	1018.28	592.589	951.17	
592.936	944.83	592.936	947.22	592.936	933.5	592.936	1009	592.936	1007.28	592.936	940.17	
593.283	936.83	593.283	966.22	593.283	947.5	593.283	1027	593.283	1014.28	593.283	947.17	
593.629	950.83	593.629	979.22	593.629	956.5	593.629	1030	593.629	1008.28	593.629	952.17	
593.976	949.83	593.976	965.22	593.976	952.5	593.976	1025	593.976	998.28	593.976	957.17	
594.322	945.83	594.322	950.22	594.322	950.5	594.322	1005	594.322	1002.28	594.322	929.17	
594.669	943.83	594.669	961.22	594.669	948.5	594.669	1022	594.669	1043.28	594.669	944.17	
595.016	956.83	595.016	956.22	595.016	945.5	595.016	1028	595.016	1011.28	595.016	940.17	
595.362	922.83	595.362	960.22	595.362	944.5	595.362	1011	595.362	998.28	595.362	954.17	
595.709	941.83	595.709	945.22	595.709	956.5	595.709	1015	595.709	1013.28	595.709	955.17	
596.055	936.83	596.055	964.22	596.055	941.5	596.055	1014	596.055	1009.28	596.055	921.17	
596.401	956.83	596.401	957.22	596.401	936.5	596.401	1012	596.401	1000.28	596.401	937.17	
596.748	952.83	596.748	953.22	596.748	933.5	596.748	1018	596.748	1018.28	596.748	943.17	
597.094	931.83	597.094	929.22	597.094	947.5	597.094	1005	597.094	1002.28	597.094	943.17	
597.44	935.83	597.44	945.22	597.44	931.5	597.44	1030	597.44	1028.28	597.44	949.17	
597.787	935.83	597.787	950.22	597.787	932.5	597.787	1023	597.787	1010.28	597.787	943.17	
598.133	937.83	598.133	942.22	598.133	940.5	598.133	997	598.133	1001.28	598.133	940.17	
598.479	927.83	598.479	936.22	598.479	931.5	598.479	999	598.479	1007.28	598.479	913.17	
598.825	930.83	598.825	932.22	598.825	931.5	598.825	1012	598.825	1008.28	598.825	940.17	
599.171	949.83	599.171	924.22	599.171	924.5	599.171	1004	599.171	1019.28	599.171	933.17	
599.517	932.83	599.517	933.22	599.517	942.5	599.517	991	599.517	1010.28	599.517	929.17	
599.863	921.83	599.863	938.22	599.863	937.5	599.863	1012	599.863	1020.28	599.863	931.17	
600.209	935.83	600.209	948.22	600.209	919.5	600.209	996	600.209	989.28	600.209	936.17	
600.555	914.83	600.555	946.22	600.555	923.5	600.555	1002	600.555	1008.28	600.555	921.17	
600.901	928.83	600.901	933.22	600.901	929.5	600.901	983	600.901	992.28	600.901	910.17	
601.247	921.83	601.247	920.22	601.247	912.5	601.247	988	601.247	983.28	601.247	915.17	
601.593	919.83	601.593	928.22	601.593	924.5	601.593	992	601.593	978.28	601.593	926.17	
601.939	932.83	601.939	948.22	601.939	917.5	601.939	1001	601.939	1011.28	601.939	923.17	
602.284	908.83	602.284	910.22	602.284	931.5	602.284	973	602.284	986.28	602.284	922.17	
602.63	915.83	602.63	909.22	602.63	923.5	602.63	977	602.63	1008.28	602.63	905.17	
602.976	913.83	602.976	920.22	602.976	917.5	602.976	982	602.976	969.28	602.976	917.17	
603.321	913.83	603.321	900.22	603.321	901.5	603.321	994	603.321	980.28	603.321	911.17	
603.667	924.83	603.667	911.22	603.667	919.5	603.667	998	603.667	987.28	603.667	918.17	
604.013	896.83	604.013	901.22	604.013	910.5	604.013	980	604.013	979.28	604.013	902.17	
604.358	895.83	604.358	896.22	604.358	899.5	604.358	976	604.358	961.28	604.358	901.17	
604.704	901.83	604.704	903.22	604.704	900.5	604.704	965	604.704	969.28	604.704	891.17	
605.049	902.83	605.049	887.22	605.049	909.5	605.049	957	605.049	968.28	605.049	910.17	
605.394	893.83	605.394	896.22	605.394	890.5	605.394	962	605.394	981.28	605.394	904.17	
605.74	912.83	605.74	903.22	605.74	905.5	605.74	957	605.74	997.28	605.74	893.17	
606.085	899.83	606.085	901.22	606.085	877.5	606.085	954	606.085	989.28	606.085	881.17	
606.431	894.83	606.431	893.22	606.431	899.5	606.431	952	606.431	966.28	606.431	887.17	
606.776	890.83	606.776	898.22	606.776	897.5	606.776	957	606.776	959.28	606.776	891.17	
607.121	884.83	607.121	896.22	607.121	879.5	607.121	964	607.121	952.28	607.121	870.17	
607.466	888.83	607.466	888.22	607.466	887.5	607.466	935	607.466	965.28	607.466	871.17	
607.811	884.83	607.811	872.22	607.811	886.5	607.811	956	607.811	949.28	607.811	867.17	
608.156	894.83	608.156	883.22	608.156	881.5	608.156	960	608.156	979.28	608.156	896.17	
608.502	881.83	608.502	882.22	608.502	880.5	608.502	929	608.502	956.28	608.502	867.17	
608.847	872.83	608.847	888.22	608.847	887.5	608.847	946	608.847	946.28	608.847	884.17	
609.192	882.83	609.192	885.22	609.192	879.5	609.192	936	609.192	942.28	609.192	869.17	
609.537	868.83	609.537	873.22	609.537	873.5	609.537	938	609.537	948.28	609.537	876.17	
609.882	876.83	609.882	870.22	609.882	898.5	609.882	944	609.882	934.28	609.882	857.17	
610.226	875.83	610.226	858.22	610.226	881.5	610.226	942	610.226	947.28	610.226	865.17	
610.571	862.83	610.571	855.22	610.571	853.5	610.571	916	610.571	949.28	610.571	860.17	
610.916	857.83	610.916	871.22	610.916	879.5	610.916	926	610.916	950.28	610.916	858.17	
611.261	857.83	611.261	870.22	611.261	861.5	611.261	937	611.261	937.28	611.261	846.17	
611.606	869.83	611.606	880.22	611.606	865.5	611.606	915	611.606	945.28	611.606	883.17	
611.95	854.83	611.95	865.22	611.95	867.5	611.95	921	611.95	932.28	611.95	865.17	
612.295	869.83	612.295	847.22	612.295	860.5	612.295	926	612.295	936.28	612.295	842.17	
612.64	857.83	612.64	857.22	612.64	852.5	612.64	924	612.64	934.28	612.64	849.17	
612.984	854.83	612.984	864.22	612.984	850.5	612.984	918	612.984	928.28	612.984	862.17	
613.329	844.83	613.329	860.22	613.329	853.5	613.329	918	613.329	936.28	613.329	856.17	
613.673	842.83	613.673	844.22	613.673	853.5	613.673	936	613.673	940.28	613.673	846.17	
614.018	859.83	614.018	852.22	614.018	859.5	614.018	910	614.018	919.28	614.018	834.17	
614.362	850.83	614.362	857.22	614.362	842.5	614.362	906	614.362	938.28	614.362	839.17	
614.707	851.83	614.707	850.22	614.707	844.5	614.707	916	614.707	925.28	614.707	824.17	
615.051	856.83	615.051	859.22	615.051	861.5	615.051	912	615.051	941.28	615.051	850.17	
615.395	841.83	615.395	856.22	615.395	862.5	615.395	918	615.395	920.28	615.395	857.17	
615.74	823.83	615.74	849.22	615.74	836.5	615.74	911	615.74	919.28	615.74	836.17	
616.084	846.83	616.084	869.22	616.084	853.5	616.084	902	616.084	929.28	616.084	838.17	
616.428	832.83	616.428	847.22	616.428	840.5	616.428	901	616.428	913.28	616.428	848.17	
616.772	830.83	616.772	854.22	616.772	844.5	616.772	909	616.772	934.28	616.772	838.17	
617.116	840.83	617.116	833.22	617.116	831.5	617.116	898	617.116	906.28	617.116	839.17	
617.46	841.83	617.46	832.22	617.46	845.5	617.46	902	617.46	913.28	617.46	822.17	
617.805	831.83	617.805	839.22	617.805	831.5	617.805	907	617.805	912.28	617.805	830.17	
618.149	838.83	618.149	838.22	618.149	845.5	618.149	896	618.149	909.28	618.149	825.17	
618.493	848.83	618.493	824.22	618.493	831.5	618.493	907	618.493	916.28	618.493	836.17	
618.837	830.83	618.837	841.22	618.837	849.5	618.837	897	618.837	918.28	618.837	824.17	
619.18	823.83	619.18	824.22	619.18	837.5	619.18	921	619.18	910.28	619.18	836.17	
619.524	824.83	619.524	848.22	619.524	815.5	619.524	891	619.524	918.28	619.524	825.17	
619.868	823.83	619.868	828.22	619.868	834.5	619.868	894	619.868	903.28	619.868	839.17	
620.212	831.83	620.212	842.22	620.212	842.5	620.212	888	620.212	915.28	620.212	824.17	
620.556	820.83	620.556	831.22	620.556	825.5	620.556	887	620.556	908.28	620.556	819.17	
620.899	820.83	620.899	852.22	620.899	823.5	620.899	889	620.899	907.28	620.899	843.17	
621.243	820.83	621.243	822.22	621.243	830.5	621.243	881	621.243	906.28	621.243	842.17	
621.587	832.83	621.587	824.22	621.587	834.5	621.587	892	621.587	897.28	621.587	827.17	
621.93	815.83	621.93	846.22	621.93	831.5	621.93	896	621.93	904.28	621.93	826.17	
622.274	830.83	622.274	832.22	622.274	849.5	622.274	894	622.274	910.28	622.274	821.17	
622.617	821.83	622.617	828.22	622.617	820.5	622.617	893	622.617	925.28	622.617	812.17	
622.961	833.83	622.961	824.22	622.961	820.5	622.961	866	622.961	919.28	622.961	829.17	
623.304	818.83	623.304	816.22	623.304	809.5	623.304	889	623.304	900.28	623.304	826.17	
623.648	828.83	623.648	820.22	623.648	834.5	623.648	877	623.648	889.28	623.648	821.17	
623.991	811.83	623.991	819.22	623.991	818.5	623.991	872	623.991	914.28	623.991	826.17	
624.335	829.83	624.335	825.22	624.335	834.5	624.335	865	624.335	900.28	624.335	828.17	
624.678	812.83	624.678	830.22	624.678	832.5	624.678	891	624.678	914.28	624.678	827.17	
625.021	801.83	625.021	827.22	625.021	821.5	625.021	886	625.021	903.28	625.021	826.17	
625.364	820.83	625.364	837.22	625.364	833.5	625.364	874	625.364	914.28	625.364	827.17	
625.707	825.83	625.707	827.22	625.707	826.5	625.707	880	625.707	912.28	625.707	810.17	
626.051	821.83	626.051	828.22	626.051	822.5	626.051	886	626.051	912.28	626.051	817.17	
626.394	819.83	626.394	810.22	626.394	825.5	626.394	889	626.394	902.28	626.394	826.17	
626.737	812.83	626.737	814.22	626.737	826.5	626.737	871	626.737	896.28	626.737	807.17	
627.08	823.83	627.08	831.22	627.08	818.5	627.08	880	627.08	894.28	627.08	801.17	
627.423	826.83	627.423	821.22	627.423	818.5	627.423	881	627.423	916.28	627.423	818.17	
627.766	820.83	627.766	822.22	627.766	833.5	627.766	887	627.766	918.28	627.766	828.17	
628.109	810.83	628.109	832.22	628.109	813.5	628.109	893	628.109	920.28	628.109	830.17	
628.452	831.83	628.452	827.22	628.452	850.5	628.452	902	628.452	906.28	628.452	836.17	
628.794	818.83	628.794	822.22	628.794	823.5	628.794	896	628.794	912.28	628.794	830.17	
629.137	821.83	629.137	820.22	629.137	819.5	629.137	898	629.137	912.28	629.137	806.17	
629.48	824.83	629.48	823.22	629.48	826.5	629.48	886	629.48	899.28	629.48	819.17	
629.823	826.83	629.823	834.22	629.823	835.5	629.823	894	629.823	936.28	629.823	838.17	
630.165	828.83	630.165	827.22	630.165	820.5	630.165	889	630.165	904.28	630.165	826.17	
630.508	831.83	630.508	825.22	630.508	825.5	630.508	896	630.508	897.28	630.508	829.17	
630.851	829.83	630.851	823.22	630.851	826.5	630.851	892	630.851	895.28	630.851	838.17	
631.193	831.83	631.193	841.22	631.193	840.5	631.193	895	631.193	924.28	631.193	808.17	
631.536	831.83	631.536	823.22	631.536	823.5	631.536	898	631.536	911.28	631.536	825.17	
631.878	823.83	631.878	825.22	631.878	837.5	631.878	888	631.878	929.28	631.878	828.17	
632.221	813.83	632.221	824.22	632.221	819.5	632.221	896	632.221	906.28	632.221	840.17	
632.563	834.83	632.563	824.22	632.563	838.5	632.563	881	632.563	924.28	632.563	826.17	
632.906	821.83	632.906	834.22	632.906	837.5	632.906	889	632.906	936.28	632.906	819.17	
633.248	828.83	633.248	816.22	633.248	829.5	633.248	899	633.248	925.28	633.248	831.17	
633.59	835.83	633.59	822.22	633.59	846.5	633.59	872	633.59	931.28	633.59	823.17	
633.932	822.83	633.932	826.22	633.932	838.5	633.932	903	633.932	907.28	633.932	824.17	
634.275	818.83	634.275	843.22	634.275	855.5	634.275	893	634.275	925.28	634.275	822.17	
634.617	845.83	634.617	835.22	634.617	836.5	634.617	882	634.617	926.28	634.617	827.17	
634.959	824.83	634.959	834.22	634.959	854.5	634.959	900	634.959	921.28	634.959	835.17	
635.301	824.83	635.301	838.22	635.301	839.5	635.301	891	635.301	912.28	635.301	850.17	
635.643	843.83	635.643	817.22	635.643	825.5	635.643	899	635.643	909.28	635.643	840.17	
635.985	823.83	635.985	850.22	635.985	849.5	635.985	903	635.985	933.28	635.985	838.17	
636.327	837.83	636.327	833.22	636.327	852.5	636.327	905	636.327	924.28	636.327	847.17	
636.669	832.83	636.669	844.22	636.669	840.5	636.669	902	636.669	947.28	636.669	839.17	
637.011	831.83	637.011	840.22	637.011	849.5	637.011	912	637.011	927.28	637.011	837.17	
637.353	830.83	637.353	841.22	637.353	833.5	637.353	896	637.353	919.28	637.353	843.17	
637.695	832.83	637.695	843.22	637.695	849.5	637.695	914	637.695	959.28	637.695	831.17	
638.037	837.83	638.037	843.22	638.037	842.5	638.037	911	638.037	927.28	638.037	834.17	
638.378	830.83	638.378	839.22	638.378	842.5	638.378	920	638.378	922.28	638.378	836.17	
638.72	845.83	638.72	848.22	638.72	843.5	638.72	896	638.72	937.28	638.72	853.17	
639.062	847.83	639.062	849.22	639.062	857.5	639.062	903	639.062	937.28	639.062	848.17	
639.403	860.83	639.403	844.22	639.403	846.5	639.403	912	639.403	948.28	639.403	858.17	
639.745	849.83	639.745	826.22	639.745	854.5	639.745	907	639.745	950.28	639.745	842.17	
640.087	851.83	640.087	838.22	640.087	855.5	640.087	934	640.087	957.28	640.087	846.17	
640.428	842.83	640.428	874.22	640.428	856.5	640.428	902	640.428	948.28	640.428	863.17	
640.77	837.83	640.77	865.22	640.77	849.5	640.77	915	640.77	952.28	640.77	843.17	
641.111	848.83	641.111	853.22	641.111	849.5	641.111	907	641.111	948.28	641.111	874.17	
641.453	849.83	641.453	851.22	641.453	837.5	641.453	917	641.453	938.28	641.453	844.17	
641.794	832.83	641.794	856.22	641.794	862.5	641.794	925	641.794	948.28	641.794	841.17	
642.135	854.83	642.135	837.22	642.135	856.5	642.135	919	642.135	935.28	642.135	843.17	
642.477	860.83	642.477	859.22	642.477	858.5	642.477	925	642.477	943.28	642.477	843.17	
642.818	839.83	642.818	861.22	642.818	861.5	642.818	913	642.818	948.28	642.818	840.17	
643.159	861.83	643.159	853.22	643.159	857.5	643.159	918	643.159	945.28	643.159	862.17	
643.5	869.83	643.5	860.22	643.5	866.5	643.5	926	643.5	948.28	643.5	846.17	
643.841	848.83	643.841	854.22	643.841	865.5	643.841	920	643.841	956.28	643.841	852.17	
644.182	857.83	644.182	857.22	644.182	875.5	644.182	929	644.182	944.28	644.182	862.17	
644.523	856.83	644.523	854.22	644.523	869.5	644.523	923	644.523	950.28	644.523	851.17	
644.864	848.83	644.864	856.22	644.864	873.5	644.864	926	644.864	964.28	644.864	848.17	
645.205	853.83	645.205	859.22	645.205	886.5	645.205	930	645.205	969.28	645.205	855.17	
645.546	850.83	645.546	858.22	645.546	846.5	645.546	936	645.546	957.28	645.546	853.17	
645.887	846.83	645.887	856.22	645.887	867.5	645.887	919	645.887	965.28	645.887	861.17	
646.228	848.83	646.228	862.22	646.228	849.5	646.228	938	646.228	952.28	646.228	857.17	
646.569	858.83	646.569	857.22	646.569	857.5	646.569	929	646.569	952.28	646.569	856.17	
646.91	866.83	646.91	861.22	646.91	880.5	646.91	925	646.91	958.28	646.91	862.17	
647.251	862.83	647.251	858.22	647.251	879.5	647.251	929	647.251	971.28	647.251	870.17	
647.591	870.83	647.591	860.22	647.591	842.5	647.591	926	647.591	969.28	647.591	859.17	
647.932	856.83	647.932	868.22	647.932	869.5	647.932	934	647.932	968.28	647.932	864.17	
648.273	865.83	648.273	871.22	648.273	877.5	648.273	926	648.273	959.28	648.273	854.17	
648.613	874.83	648.613	866.22	648.613	887.5	648.613	955	648.613	945.28	648.613	860.17	
648.954	859.83	648.954	872.22	648.954	864.5	648.954	927	648.954	962.28	648.954	868.17	
649.294	853.83	649.294	861.22	649.294	865.5	649.294	918	649.294	969.28	649.294	856.17	
649.635	868.83	649.635	857.22	649.635	891.5	649.635	940	649.635	957.28	649.635	875.17	
649.975	854.83	649.975	860.22	649.975	876.5	649.975	939	649.975	957.28	649.975	860.17	
650.316	866.83	650.316	872.22	650.316	874.5	650.316	918	650.316	968.28	650.316	877.17	
650.656	855.83	650.656	864.22	650.656	885.5	650.656	930	650.656	967.28	650.656	835.17	
650.996	844.83	650.996	865.22	650.996	876.5	650.996	939	650.996	975.28	650.996	861.17	
651.337	850.83	651.337	871.22	651.337	863.5	651.337	924	651.337	961.28	651.337	874.17	
651.677	865.83	651.677	863.22	651.677	877.5	651.677	943	651.677	985.28	651.677	857.17	
