USB2G13063_1:101		Capture_1:201		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		
446.732	110.83	446.732	107.22	446.732	108.5	446.732	113	446.732	112.28	446.732	106.17	
447.093	106.83	447.093	111.22	447.093	111.5	447.093	109	447.093	113.28	447.093	108.17	
447.453	110.83	447.453	108.22	447.453	116.5	447.453	116	447.453	114.28	447.453	113.17	
447.814	107.83	447.814	115.22	447.814	112.5	447.814	121	447.814	118.28	447.814	111.17	
448.175	110.83	448.175	111.22	448.175	115.5	448.175	119	448.175	116.28	448.175	111.17	
448.536	110.83	448.536	116.22	448.536	118.5	448.536	121	448.536	116.28	448.536	112.17	
448.897	109.83	448.897	108.22	448.897	114.5	448.897	123	448.897	118.28	448.897	112.17	
449.257	106.83	449.257	107.22	449.257	125.5	449.257	122	449.257	126.28	449.257	116.17	
449.618	113.83	449.618	118.22	449.618	123.5	449.618	126	449.618	134.28	449.618	120.17	
449.979	114.83	449.979	117.22	449.979	124.5	449.979	126	449.979	127.28	449.979	114.17	
450.339	113.83	450.339	115.22	450.339	119.5	450.339	129	450.339	132.28	450.339	111.17	
450.7	117.83	450.7	123.22	450.7	125.5	450.7	124	450.7	125.28	450.7	118.17	
451.06	126.83	451.06	124.22	451.06	130.5	451.06	126	451.06	132.28	451.06	126.17	
451.421	123.83	451.421	130.22	451.421	131.5	451.421	131	451.421	136.28	451.421	125.17	
451.781	111.83	451.781	128.22	451.781	126.5	451.781	135	451.781	132.28	451.781	120.17	
452.142	125.83	452.142	122.22	452.142	134.5	452.142	132	452.142	137.28	452.142	122.17	
452.502	124.83	452.502	123.22	452.502	136.5	452.502	136	452.502	139.28	452.502	133.17	
452.862	130.83	452.862	135.22	452.862	139.5	452.862	134	452.862	145.28	452.862	126.17	
453.223	127.83	453.223	128.22	453.223	136.5	453.223	139	453.223	131.28	453.223	132.17	
453.583	132.83	453.583	136.22	453.583	144.5	453.583	141	453.583	155.28	453.583	126.17	
453.943	123.83	453.943	135.22	453.943	136.5	453.943	137	453.943	145.28	453.943	129.17	
454.303	133.83	454.303	130.22	454.303	137.5	454.303	142	454.303	141.28	454.303	136.17	
454.664	136.83	454.664	133.22	454.664	144.5	454.664	143	454.664	142.28	454.664	135.17	
455.024	140.83	455.024	131.22	455.024	145.5	455.024	143	455.024	148.28	455.024	138.17	
455.384	135.83	455.384	145.22	455.384	142.5	455.384	145	455.384	149.28	455.384	140.17	
455.744	136.83	455.744	132.22	455.744	146.5	455.744	142	455.744	151.28	455.744	138.17	
456.104	139.83	456.104	143.22	456.104	146.5	456.104	154	456.104	149.28	456.104	135.17	
456.464	142.83	456.464	142.22	456.464	153.5	456.464	146	456.464	149.28	456.464	146.17	
456.824	140.83	456.824	149.22	456.824	150.5	456.824	158	456.824	147.28	456.824	137.17	
457.184	140.83	457.184	143.22	457.184	147.5	457.184	150	457.184	154.28	457.184	143.17	
457.544	146.83	457.544	148.22	457.544	152.5	457.544	158	457.544	164.28	457.544	150.17	
457.904	153.83	457.904	145.22	457.904	154.5	457.904	156	457.904	165.28	457.904	152.17	
458.264	143.83	458.264	149.22	458.264	151.5	458.264	150	458.264	164.28	458.264	150.17	
458.624	149.83	458.624	148.22	458.624	152.5	458.624	162	458.624	164.28	458.624	141.17	
458.984	147.83	458.984	151.22	458.984	159.5	458.984	157	458.984	168.28	458.984	150.17	
459.344	151.83	459.344	157.22	459.344	157.5	459.344	162	459.344	162.28	459.344	154.17	
459.703	152.83	459.703	155.22	459.703	161.5	459.703	160	459.703	169.28	459.703	163.17	
460.063	154.83	460.063	154.22	460.063	161.5	460.063	169	460.063	169.28	460.063	162.17	
460.423	157.83	460.423	158.22	460.423	162.5	460.423	171	460.423	172.28	460.423	156.17	
460.782	157.83	460.782	159.22	460.782	158.5	460.782	162	460.782	169.28	460.782	166.17	
461.142	149.83	461.142	164.22	461.142	173.5	461.142	176	461.142	177.28	461.142	161.17	
461.502	165.83	461.502	162.22	461.502	163.5	461.502	172	461.502	174.28	461.502	166.17	
461.861	157.83	461.861	165.22	461.861	173.5	461.861	166	461.861	176.28	461.861	161.17	
462.221	155.83	462.221	166.22	462.221	176.5	462.221	182	462.221	170.28	462.221	171.17	
462.58	172.83	462.58	169.22	462.58	181.5	462.58	176	462.58	186.28	462.58	168.17	
462.94	167.83	462.94	171.22	462.94	176.5	462.94	172	462.94	181.28	462.94	171.17	
463.299	169.83	463.299	174.22	463.299	181.5	463.299	181	463.299	187.28	463.299	174.17	
463.659	167.83	463.659	168.22	463.659	179.5	463.659	183	463.659	187.28	463.659	171.17	
464.018	176.83	464.018	168.22	464.018	183.5	464.018	179	464.018	191.28	464.018	174.17	
464.377	173.83	464.377	173.22	464.377	175.5	464.377	185	464.377	189.28	464.377	180.17	
464.737	172.83	464.737	179.22	464.737	186.5	464.737	187	464.737	184.28	464.737	176.17	
465.096	181.83	465.096	182.22	465.096	183.5	465.096	182	465.096	190.28	465.096	185.17	
465.455	185.83	465.455	189.22	465.455	182.5	465.455	190	465.455	195.28	465.455	184.17	
465.814	173.83	465.814	182.22	465.814	194.5	465.814	192	465.814	200.28	465.814	181.17	
466.174	185.83	466.174	188.22	466.174	181.5	466.174	193	466.174	196.28	466.174	178.17	
466.533	186.83	466.533	185.22	466.533	194.5	466.533	205	466.533	200.28	466.533	188.17	
466.892	189.83	466.892	197.22	466.892	193.5	466.892	201	466.892	198.28	466.892	179.17	
467.251	191.83	467.251	203.22	467.251	205.5	467.251	209	467.251	204.28	467.251	194.17	
467.61	189.83	467.61	194.22	467.61	198.5	467.61	201	467.61	200.28	467.61	192.17	
467.969	196.83	467.969	199.22	467.969	212.5	467.969	204	467.969	217.28	467.969	192.17	
468.328	195.83	468.328	191.22	468.328	199.5	468.328	207	468.328	206.28	468.328	199.17	
468.687	191.83	468.687	209.22	468.687	206.5	468.687	211	468.687	216.28	468.687	200.17	
469.046	208.83	469.046	205.22	469.046	214.5	469.046	220	469.046	223.28	469.046	208.17	
469.405	200.83	469.405	204.22	469.405	211.5	469.405	209	469.405	218.28	469.405	202.17	
469.764	200.83	469.764	210.22	469.764	211.5	469.764	216	469.764	219.28	469.764	214.17	
470.122	208.83	470.122	209.22	470.122	214.5	470.122	220	470.122	223.28	470.122	211.17	
470.481	216.83	470.481	216.22	470.481	226.5	470.481	226	470.481	232.28	470.481	216.17	
470.84	215.83	470.84	212.22	470.84	218.5	470.84	227	470.84	222.28	470.84	220.17	
471.199	217.83	471.199	216.22	471.199	223.5	471.199	233	471.199	240.28	471.199	217.17	
471.557	221.83	471.557	214.22	471.557	223.5	471.557	235	471.557	234.28	471.557	216.17	
471.916	230.83	471.916	230.22	471.916	235.5	471.916	241	471.916	243.28	471.916	227.17	
472.275	228.83	472.275	224.22	472.275	230.5	472.275	241	472.275	236.28	472.275	229.17	
472.633	226.83	472.633	226.22	472.633	231.5	472.633	231	472.633	239.28	472.633	222.17	
472.992	229.83	472.992	228.22	472.992	233.5	472.992	243	472.992	237.28	472.992	228.17	
473.35	231.83	473.35	230.22	473.35	242.5	473.35	247	473.35	249.28	473.35	236.17	
473.709	233.83	473.709	238.22	473.709	251.5	473.709	249	473.709	252.28	473.709	238.17	
474.067	243.83	474.067	230.22	474.067	254.5	474.067	249	474.067	251.28	474.067	250.17	
474.426	244.83	474.426	243.22	474.426	257.5	474.426	255	474.426	265.28	474.426	243.17	
474.784	249.83	474.784	245.22	474.784	251.5	474.784	265	474.784	264.28	474.784	253.17	
475.143	254.83	475.143	250.22	475.143	252.5	475.143	276	475.143	268.28	475.143	249.17	
475.501	254.83	475.501	266.22	475.501	258.5	475.501	265	475.501	269.28	475.501	249.17	
475.859	257.83	475.859	262.22	475.859	258.5	475.859	265	475.859	273.28	475.859	263.17	
476.218	264.83	476.218	271.22	476.218	278.5	476.218	274	476.218	280.28	476.218	271.17	
476.576	261.83	476.576	269.22	476.576	269.5	476.576	285	476.576	279.28	476.576	268.17	
476.934	270.83	476.934	275.22	476.934	276.5	476.934	280	476.934	290.28	476.934	266.17	
477.292	274.83	477.292	288.22	477.292	288.5	477.292	289	477.292	289.28	477.292	286.17	
477.65	280.83	477.65	280.22	477.65	287.5	477.65	295	477.65	296.28	477.65	288.17	
478.008	284.83	478.008	285.22	478.008	298.5	478.008	286	478.008	294.28	478.008	277.17	
478.367	282.83	478.367	284.22	478.367	301.5	478.367	304	478.367	302.28	478.367	282.17	
478.725	297.83	478.725	298.22	478.725	306.5	478.725	303	478.725	321.28	478.725	292.17	
479.083	300.83	479.083	295.22	479.083	301.5	479.083	303	479.083	314.28	479.083	290.17	
479.441	296.83	479.441	302.22	479.441	311.5	479.441	315	479.441	314.28	479.441	299.17	
479.799	301.83	479.799	311.22	479.799	307.5	479.799	317	479.799	329.28	479.799	314.17	
480.156	296.83	480.156	315.22	480.156	316.5	480.156	319	480.156	326.28	480.156	310.17	
480.514	313.83	480.514	317.22	480.514	321.5	480.514	322	480.514	334.28	480.514	319.17	
480.872	321.83	480.872	314.22	480.872	328.5	480.872	344	480.872	332.28	480.872	316.17	
481.23	323.83	481.23	341.22	481.23	328.5	481.23	337	481.23	342.28	481.23	331.17	
481.588	333.83	481.588	333.22	481.588	334.5	481.588	350	481.588	351.28	481.588	336.17	
481.946	336.83	481.946	348.22	481.946	344.5	481.946	352	481.946	354.28	481.946	344.17	
482.303	339.83	482.303	344.22	482.303	342.5	482.303	353	482.303	357.28	482.303	335.17	
482.661	354.83	482.661	365.22	482.661	363.5	482.661	363	482.661	367.28	482.661	358.17	
483.019	340.83	483.019	354.22	483.019	362.5	483.019	373	483.019	371.28	483.019	362.17	
483.376	361.83	483.376	367.22	483.376	365.5	483.376	363	483.376	376.28	483.376	372.17	
483.734	357.83	483.734	358.22	483.734	371.5	483.734	379	483.734	390.28	483.734	361.17	
484.091	374.83	484.091	369.22	484.091	360.5	484.091	392	484.091	389.28	484.091	375.17	
484.449	370.83	484.449	364.22	484.449	384.5	484.449	394	484.449	396.28	484.449	376.17	
484.806	392.83	484.806	387.22	484.806	385.5	484.806	410	484.806	407.28	484.806	387.17	
485.164	379.83	485.164	376.22	485.164	386.5	485.164	400	485.164	420.28	485.164	395.17	
485.521	387.83	485.521	387.22	485.521	393.5	485.521	404	485.521	431.28	485.521	398.17	
485.879	403.83	485.879	395.22	485.879	411.5	485.879	414	485.879	428.28	485.879	396.17	
486.236	397.83	486.236	415.22	486.236	418.5	486.236	422	486.236	441.28	486.236	413.17	
486.593	408.83	486.593	426.22	486.593	413.5	486.593	419	486.593	434.28	486.593	408.17	
486.951	424.83	486.951	420.22	486.951	421.5	486.951	444	486.951	444.28	486.951	424.17	
487.308	432.83	487.308	417.22	487.308	421.5	487.308	436	487.308	453.28	487.308	415.17	
487.665	441.83	487.665	432.22	487.665	437.5	487.665	447	487.665	460.28	487.665	429.17	
488.022	440.83	488.022	440.22	488.022	444.5	488.022	446	488.022	462.28	488.022	446.17	
488.38	450.83	488.38	441.22	488.38	453.5	488.38	456	488.38	472.28	488.38	454.17	
488.737	457.83	488.737	450.22	488.737	448.5	488.737	467	488.737	488.28	488.737	462.17	
489.094	457.83	489.094	456.22	489.094	456.5	489.094	477	489.094	487.28	489.094	445.17	
489.451	466.83	489.451	452.22	489.451	469.5	489.451	482	489.451	490.28	489.451	463.17	
489.808	465.83	489.808	463.22	489.808	471.5	489.808	481	489.808	497.28	489.808	476.17	
490.165	490.83	490.165	472.22	490.165	473.5	490.165	478	490.165	510.28	490.165	472.17	
490.522	485.83	490.522	490.22	490.522	482.5	490.522	495	490.522	512.28	490.522	493.17	
490.879	496.83	490.879	485.22	490.879	480.5	490.879	489	490.879	521.28	490.879	493.17	
491.236	485.83	491.236	488.22	491.236	485.5	491.236	496	491.236	539.28	491.236	487.17	
491.592	500.83	491.592	516.22	491.592	493.5	491.592	520	491.592	540.28	491.592	494.17	
491.949	520.83	491.949	511.22	491.949	510.5	491.949	517	491.949	533.28	491.949	500.17	
492.306	518.83	492.306	530.22	492.306	513.5	492.306	530	492.306	547.28	492.306	526.17	
492.663	534.83	492.663	512.22	492.663	517.5	492.663	540	492.663	550.28	492.663	544.17	
493.02	531.83	493.02	530.22	493.02	518.5	493.02	537	493.02	553.28	493.02	528.17	
493.376	546.83	493.376	540.22	493.376	522.5	493.376	544	493.376	574.28	493.376	527.17	
493.733	538.83	493.733	534.22	493.733	541.5	493.733	554	493.733	556.28	493.733	545.17	
494.09	549.83	494.09	554.22	494.09	543.5	494.09	562	494.09	577.28	494.09	541.17	
494.446	548.83	494.446	536.22	494.446	561.5	494.446	568	494.446	597.28	494.446	567.17	
494.803	553.83	494.803	575.22	494.803	552.5	494.803	573	494.803	611.28	494.803	558.17	
495.159	578.83	495.159	557.22	495.159	566.5	495.159	585	495.159	601.28	495.159	584.17	
495.516	570.83	495.516	569.22	495.516	568.5	495.516	588	495.516	601.28	495.516	572.17	
495.872	577.83	495.872	577.22	495.872	568.5	495.872	582	495.872	622.28	495.872	584.17	
496.229	587.83	496.229	575.22	496.229	574.5	496.229	601	496.229	624.28	496.229	587.17	
496.585	595.83	496.585	580.22	496.585	589.5	496.585	603	496.585	636.28	496.585	599.17	
496.941	591.83	496.941	604.22	496.941	584.5	496.941	617	496.941	624.28	496.941	611.17	
497.298	615.83	497.298	598.22	497.298	604.5	497.298	631	497.298	636.28	497.298	617.17	
497.654	602.83	497.654	594.22	497.654	600.5	497.654	631	497.654	641.28	497.654	626.17	
498.01	618.83	498.01	619.22	498.01	594.5	498.01	639	498.01	643.28	498.01	627.17	
498.367	610.83	498.367	619.22	498.367	614.5	498.367	640	498.367	643.28	498.367	637.17	
498.723	631.83	498.723	618.22	498.723	623.5	498.723	639	498.723	656.28	498.723	632.17	
499.079	639.83	499.079	630.22	499.079	634.5	499.079	645	499.079	661.28	499.079	639.17	
499.435	641.83	499.435	636.22	499.435	625.5	499.435	659	499.435	669.28	499.435	653.17	
499.791	648.83	499.791	630.22	499.791	638.5	499.791	663	499.791	683.28	499.791	649.17	
500.147	646.83	500.147	637.22	500.147	641.5	500.147	659	500.147	674.28	500.147	663.17	
500.503	663.83	500.503	654.22	500.503	635.5	500.503	681	500.503	698.28	500.503	657.17	
500.859	663.83	500.859	643.22	500.859	647.5	500.859	665	500.859	688.28	500.859	656.17	
501.215	685.83	501.215	658.22	501.215	670.5	501.215	698	501.215	700.28	501.215	669.17	
501.571	675.83	501.571	664.22	501.571	660.5	501.571	678	501.571	699.28	501.571	676.17	
501.927	675.83	501.927	677.22	501.927	661.5	501.927	682	501.927	719.28	501.927	687.17	
502.283	688.83	502.283	678.22	502.283	685.5	502.283	711	502.283	720.28	502.283	686.17	
502.639	686.83	502.639	679.22	502.639	683.5	502.639	702	502.639	724.28	502.639	701.17	
502.995	716.83	502.995	677.22	502.995	675.5	502.995	710	502.995	727.28	502.995	693.17	
503.35	690.83	503.35	685.22	503.35	682.5	503.35	709	503.35	716.28	503.35	694.17	
503.706	712.83	503.706	688.22	503.706	688.5	503.706	715	503.706	731.28	503.706	713.17	
504.062	721.83	504.062	697.22	504.062	698.5	504.062	722	504.062	743.28	504.062	726.17	
504.417	713.83	504.417	698.22	504.417	694.5	504.417	715	504.417	737.28	504.417	720.17	
504.773	714.83	504.773	700.22	504.773	697.5	504.773	730	504.773	747.28	504.773	724.17	
505.129	729.83	505.129	713.22	505.129	703.5	505.129	744	505.129	727.28	505.129	736.17	
505.484	721.83	505.484	720.22	505.484	709.5	505.484	742	505.484	758.28	505.484	737.17	
505.84	740.83	505.84	712.22	505.84	718.5	505.84	735	505.84	762.28	505.84	723.17	
506.195	728.83	506.195	731.22	506.195	718.5	506.195	739	506.195	746.28	506.195	726.17	
506.551	733.83	506.551	722.22	506.551	725.5	506.551	750	506.551	769.28	506.551	742.17	
506.906	753.83	506.906	741.22	506.906	739.5	506.906	753	506.906	782.28	506.906	748.17	
507.261	749.83	507.261	729.22	507.261	725.5	507.261	754	507.261	775.28	507.261	755.17	
507.617	742.83	507.617	708.22	507.617	732.5	507.617	776	507.617	780.28	507.617	763.17	
507.972	762.83	507.972	739.22	507.972	730.5	507.972	760	507.972	787.28	507.972	747.17	
508.327	769.83	508.327	750.22	508.327	727.5	508.327	757	508.327	774.28	508.327	748.17	
508.683	754.83	508.683	751.22	508.683	747.5	508.683	781	508.683	783.28	508.683	761.17	
509.038	775.83	509.038	754.22	509.038	734.5	509.038	776	509.038	794.28	509.038	758.17	
509.393	772.83	509.393	756.22	509.393	745.5	509.393	781	509.393	805.28	509.393	786.17	
509.748	761.83	509.748	759.22	509.748	743.5	509.748	782	509.748	789.28	509.748	765.17	
510.103	777.83	510.103	765.22	510.103	761.5	510.103	769	510.103	805.28	510.103	769.17	
510.458	773.83	510.458	776.22	510.458	758.5	510.458	769	510.458	799.28	510.458	775.17	
510.814	787.83	510.814	772.22	510.814	747.5	510.814	787	510.814	809.28	510.814	781.17	
511.169	773.83	511.169	786.22	511.169	765.5	511.169	793	511.169	815.28	511.169	782.17	
511.524	793.83	511.524	761.22	511.524	774.5	511.524	811	511.524	813.28	511.524	792.17	
511.878	780.83	511.878	774.22	511.878	763.5	511.878	785	511.878	823.28	511.878	779.17	
512.233	801.83	512.233	781.22	512.233	768.5	512.233	808	512.233	817.28	512.233	803.17	
512.588	787.83	512.588	787.22	512.588	760.5	512.588	800	512.588	827.28	512.588	805.17	
512.943	797.83	512.943	786.22	512.943	762.5	512.943	797	512.943	830.28	512.943	783.17	
513.298	794.83	513.298	782.22	513.298	781.5	513.298	800	513.298	815.28	513.298	805.17	
513.653	794.83	513.653	782.22	513.653	769.5	513.653	811	513.653	818.28	513.653	795.17	
514.007	805.83	514.007	784.22	514.007	778.5	514.007	808	514.007	818.28	514.007	792.17	
514.362	806.83	514.362	772.22	514.362	776.5	514.362	803	514.362	825.28	514.362	793.17	
514.717	814.83	514.717	796.22	514.717	775.5	514.717	807	514.717	854.28	514.717	811.17	
515.072	808.83	515.072	793.22	515.072	787.5	515.072	823	515.072	842.28	515.072	817.17	
515.426	815.83	515.426	799.22	515.426	803.5	515.426	821	515.426	831.28	515.426	818.17	
515.781	821.83	515.781	802.22	515.781	808.5	515.781	827	515.781	844.28	515.781	832.17	
516.135	820.83	516.135	790.22	516.135	776.5	516.135	830	516.135	831.28	516.135	807.17	
516.49	820.83	516.49	807.22	516.49	798.5	516.49	817	516.49	837.28	516.49	814.17	
516.844	825.83	516.844	814.22	516.844	809.5	516.844	831	516.844	834.28	516.844	817.17	
517.199	837.83	517.199	805.22	517.199	800.5	517.199	831	517.199	857.28	517.199	834.17	
517.553	836.83	517.553	811.22	517.553	815.5	517.553	844	517.553	871.28	517.553	846.17	
517.907	830.83	517.907	816.22	517.907	789.5	517.907	829	517.907	859.28	517.907	833.17	
518.262	839.83	518.262	808.22	518.262	810.5	518.262	854	518.262	851.28	518.262	826.17	
518.616	840.83	518.616	835.22	518.616	804.5	518.616	855	518.616	861.28	518.616	828.17	
518.97	846.83	518.97	821.22	518.97	824.5	518.97	846	518.97	853.28	518.97	846.17	
519.325	838.83	519.325	820.22	519.325	799.5	519.325	853	519.325	874.28	519.325	854.17	
519.679	848.83	519.679	831.22	519.679	806.5	519.679	865	519.679	876.28	519.679	847.17	
520.033	860.83	520.033	840.22	520.033	826.5	520.033	860	520.033	863.28	520.033	848.17	
520.387	855.83	520.387	835.22	520.387	828.5	520.387	869	520.387	879.28	520.387	849.17	
520.741	846.83	520.741	830.22	520.741	812.5	520.741	870	520.741	880.28	520.741	852.17	
521.095	868.83	521.095	853.22	521.095	834.5	521.095	880	521.095	891.28	521.095	863.17	
521.449	855.83	521.449	850.22	521.449	829.5	521.449	878	521.449	888.28	521.449	860.17	
521.803	857.83	521.803	847.22	521.803	820.5	521.803	885	521.803	872.28	521.803	853.17	
522.157	875.83	522.157	861.22	522.157	849.5	522.157	879	522.157	900.28	522.157	882.17	
522.511	861.83	522.511	856.22	522.511	848.5	522.511	909	522.511	890.28	522.511	875.17	
522.865	873.83	522.865	856.22	522.865	853.5	522.865	882	522.865	883.28	522.865	883.17	
523.219	874.83	523.219	846.22	523.219	850.5	523.219	886	523.219	901.28	523.219	869.17	
523.573	873.83	523.573	853.22	523.573	828.5	523.573	889	523.573	910.28	523.573	863.17	
523.927	891.83	523.927	880.22	523.927	846.5	523.927	908	523.927	894.28	523.927	894.17	
524.28	872.83	524.28	867.22	524.28	849.5	524.28	886	524.28	914.28	524.28	895.17	
524.634	883.83	524.634	878.22	524.634	862.5	524.634	907	524.634	935.28	524.634	885.17	
524.988	898.83	524.988	896.22	524.988	857.5	524.988	910	524.988	913.28	524.988	907.17	
525.341	893.83	525.341	883.22	525.341	856.5	525.341	924	525.341	927.28	525.341	890.17	
525.695	901.83	525.695	881.22	525.695	874.5	525.695	921	525.695	919.28	525.695	885.17	
526.049	899.83	526.049	891.22	526.049	893.5	526.049	910	526.049	941.28	526.049	904.17	
526.402	903.83	526.402	884.22	526.402	857.5	526.402	925	526.402	926.28	526.402	906.17	
526.756	927.83	526.756	897.22	526.756	883.5	526.756	943	526.756	944.28	526.756	939.17	
527.109	924.83	527.109	904.22	527.109	876.5	527.109	946	527.109	938.28	527.109	946.17	
527.463	908.83	527.463	886.22	527.463	882.5	527.463	927	527.463	943.28	527.463	925.17	
527.816	928.83	527.816	909.22	527.816	907.5	527.816	935	527.816	947.28	527.816	926.17	
528.169	913.83	528.169	906.22	528.169	897.5	528.169	949	528.169	953.28	528.169	923.17	
528.523	929.83	528.523	929.22	528.523	899.5	528.523	962	528.523	964.28	528.523	931.17	
528.876	956.83	528.876	908.22	528.876	906.5	528.876	947	528.876	958.28	528.876	935.17	
529.229	924.83	529.229	910.22	529.229	909.5	529.229	933	529.229	953.28	529.229	920.17	
529.583	951.83	529.583	937.22	529.583	914.5	529.583	950	529.583	965.28	529.583	935.17	
529.936	945.83	529.936	911.22	529.936	927.5	529.936	962	529.936	980.28	529.936	931.17	
530.289	935.83	530.289	918.22	530.289	926.5	530.289	956	530.289	974.28	530.289	935.17	
530.642	945.83	530.642	941.22	530.642	924.5	530.642	965	530.642	976.28	530.642	967.17	
530.995	966.83	530.995	947.22	530.995	928.5	530.995	950	530.995	985.28	530.995	945.17	
531.348	970.83	531.348	940.22	531.348	933.5	531.348	985	531.348	991.28	531.348	978.17	
531.701	966.83	531.701	948.22	531.701	945.5	531.701	986	531.701	988.28	531.701	970.17	
532.054	964.83	532.054	953.22	532.054	944.5	532.054	986	532.054	995.28	532.054	963.17	
532.407	990.83	532.407	959.22	532.407	963.5	532.407	977	532.407	1000.28	532.407	995.17	
532.76	970.83	532.76	962.22	532.76	951.5	532.76	988	532.76	1011.28	532.76	978.17	
533.113	954.83	533.113	949.22	533.113	954.5	533.113	1002	533.113	1005.28	533.113	983.17	
533.466	989.83	533.466	978.22	533.466	958.5	533.466	997	533.466	1025.28	533.466	981.17	
533.819	991.83	533.819	970.22	533.819	960.5	533.819	1008	533.819	1031.28	533.819	979.17	
534.171	1000.83	534.171	964.22	534.171	973.5	534.171	1032	534.171	1030.28	534.171	1012.17	
534.524	979.83	534.524	963.22	534.524	974.5	534.524	1022	534.524	1023.28	534.524	1002.17	
534.877	974.83	534.877	978.22	534.877	978.5	534.877	1018	534.877	1028.28	534.877	1004.17	
535.23	1000.83	535.23	992.22	535.23	980.5	535.23	1008	535.23	1045.28	535.23	994.17	
535.582	994.83	535.582	985.22	535.582	985.5	535.582	1007	535.582	1023.28	535.582	1000.17	
535.935	1007.83	535.935	1004.22	535.935	981.5	535.935	1025	535.935	1064.28	535.935	1001.17	
536.287	1013.83	536.287	1006.22	536.287	971.5	536.287	1034	536.287	1053.28	536.287	1011.17	
536.64	1009.83	536.64	1011.22	536.64	993.5	536.64	1036	536.64	1053.28	536.64	1014.17	
536.993	999.83	536.993	990.22	536.993	994.5	536.993	1038	536.993	1057.28	536.993	1020.17	
537.345	1011.83	537.345	1012.22	537.345	1001.5	537.345	1058	537.345	1067.28	537.345	1003.17	
537.697	1015.83	537.697	1012.22	537.697	989.5	537.697	1046	537.697	1046.28	537.697	1013.17	
538.05	1032.83	538.05	986.22	538.05	1005.5	538.05	1048	538.05	1059.28	538.05	1041.17	
538.402	1026.83	538.402	1024.22	538.402	1002.5	538.402	1060	538.402	1056.28	538.402	1033.17	
538.755	1020.83	538.755	1007.22	538.755	1021.5	538.755	1057	538.755	1061.28	538.755	1024.17	
539.107	1028.83	539.107	1005.22	539.107	997.5	539.107	1049	539.107	1068.28	539.107	1034.17	
539.459	1017.83	539.459	1015.22	539.459	1001.5	539.459	1061	539.459	1072.28	539.459	1013.17	
539.811	1045.83	539.811	1020.22	539.811	1023.5	539.811	1068	539.811	1081.28	539.811	1036.17	
540.164	1038.83	540.164	1027.22	540.164	1005.5	540.164	1047	540.164	1065.28	540.164	1020.17	
540.516	1042.83	540.516	1017.22	540.516	1001.5	540.516	1044	540.516	1086.28	540.516	1052.17	
540.868	1031.83	540.868	1018.22	540.868	990.5	540.868	1053	540.868	1080.28	540.868	1040.17	
541.22	1023.83	541.22	1034.22	541.22	1013.5	541.22	1093	541.22	1089.28	541.22	1047.17	
541.572	1022.83	541.572	1008.22	541.572	1021.5	541.572	1057	541.572	1073.28	541.572	1033.17	
541.924	1038.83	541.924	1031.22	541.924	1018.5	541.924	1062	541.924	1081.28	541.924	1038.17	
542.276	1024.83	542.276	1020.22	542.276	1003.5	542.276	1049	542.276	1084.28	542.276	1033.17	
542.628	1025.83	542.628	1039.22	542.628	1005.5	542.628	1062	542.628	1076.28	542.628	1034.17	
542.98	1039.83	542.98	1039.22	542.98	1016.5	542.98	1046	542.98	1075.28	542.98	1030.17	
543.332	1043.83	543.332	1018.22	543.332	1020.5	543.332	1062	543.332	1074.28	543.332	1045.17	
543.684	1037.83	543.684	1021.22	543.684	1008.5	543.684	1063	543.684	1083.28	543.684	1022.17	
544.035	1025.83	544.035	1022.22	544.035	1014.5	544.035	1061	544.035	1067.28	544.035	1038.17	
544.387	1027.83	544.387	996.22	544.387	1004.5	544.387	1079	544.387	1073.28	544.387	1033.17	
544.739	1044.83	544.739	1031.22	544.739	1011.5	544.739	1058	544.739	1057.28	544.739	1020.17	
545.091	1027.83	545.091	1018.22	545.091	1009.5	545.091	1066	545.091	1082.28	545.091	1028.17	
545.442	1030.83	545.442	1007.22	545.442	1007.5	545.442	1055	545.442	1071.28	545.442	1034.17	
545.794	1028.83	545.794	1019.22	545.794	1002.5	545.794	1058	545.794	1065.28	545.794	1031.17	
546.145	1050.83	546.145	1021.22	546.145	997.5	546.145	1055	546.145	1062.28	546.145	1037.17	
546.497	1008.83	546.497	1004.22	546.497	1011.5	546.497	1049	546.497	1055.28	546.497	1015.17	
546.849	1014.83	546.849	1011.22	546.849	997.5	546.849	1086	546.849	1049.28	546.849	1011.17	
547.2	1017.83	547.2	1004.22	547.2	1011.5	547.2	1046	547.2	1062.28	547.2	1017.17	
547.552	1005.83	547.552	1000.22	547.552	993.5	547.552	1063	547.552	1062.28	547.552	1005.17	
547.903	1028.83	547.903	997.22	547.903	998.5	547.903	1054	547.903	1047.28	547.903	1022.17	
548.254	1010.83	548.254	1008.22	548.254	991.5	548.254	1037	548.254	1037.28	548.254	1015.17	
548.606	998.83	548.606	990.22	548.606	997.5	548.606	1067	548.606	1036.28	548.606	1022.17	
548.957	1008.83	548.957	1013.22	548.957	995.5	548.957	1031	548.957	1037.28	548.957	1011.17	
549.308	1011.83	549.308	1003.22	549.308	976.5	549.308	1022	549.308	1037.28	549.308	996.17	
549.66	996.83	549.66	989.22	549.66	962.5	549.66	1033	549.66	1018.28	549.66	987.17	
550.011	986.83	550.011	994.22	550.011	983.5	550.011	1019	550.011	1053.28	550.011	993.17	
