USB2G13063_1:101		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		
892.406	182.11	892.406	178.5	892.406	180.11	892.406	193.28	892.406	187.5	
892.714	179.11	892.714	175.5	892.714	182.11	892.714	188.28	892.714	180.5	
893.021	161.11	893.021	178.5	893.021	177.11	893.021	200.28	893.021	186.5	
893.328	174.11	893.328	169.5	893.328	182.11	893.328	195.28	893.328	183.5	
893.636	185.11	893.636	170.5	893.636	183.11	893.636	193.28	893.636	184.5	
893.943	173.11	893.943	168.5	893.943	181.11	893.943	191.28	893.943	179.5	
894.25	168.11	894.25	177.5	894.25	170.11	894.25	192.28	894.25	177.5	
894.557	174.11	894.557	177.5	894.557	174.11	894.557	195.28	894.557	182.5	
894.864	173.11	894.864	168.5	894.864	173.11	894.864	186.28	894.864	171.5	
895.171	174.11	895.171	165.5	895.171	175.11	895.171	181.28	895.171	180.5	
895.478	167.11	895.478	171.5	895.478	175.11	895.478	192.28	895.478	180.5	
895.785	169.11	895.785	168.5	895.785	166.11	895.785	189.28	895.785	164.5	
896.092	178.11	896.092	170.5	896.092	172.11	896.092	198.28	896.092	175.5	
896.399	167.11	896.399	163.5	896.399	168.11	896.399	186.28	896.399	172.5	
896.705	164.11	896.705	163.5	896.705	168.11	896.705	196.28	896.705	170.5	
897.012	173.11	897.012	166.5	897.012	172.11	897.012	180.28	897.012	169.5	
897.319	168.11	897.319	163.5	897.319	175.11	897.319	186.28	897.319	179.5	
897.625	170.11	897.625	166.5	897.625	169.11	897.625	192.28	897.625	169.5	
897.932	167.11	897.932	165.5	897.932	164.11	897.932	190.28	897.932	176.5	
898.239	169.11	898.239	172.5	898.239	167.11	898.239	184.28	898.239	168.5	
898.545	172.11	898.545	164.5	898.545	167.11	898.545	179.28	898.545	165.5	
898.851	163.11	898.851	167.5	898.851	167.11	898.851	187.28	898.851	175.5	
899.158	163.11	899.158	170.5	899.158	165.11	899.158	182.28	899.158	164.5	
899.464	165.11	899.464	169.5	899.464	173.11	899.464	185.28	899.464	161.5	
899.77	164.11	899.77	159.5	899.77	166.11	899.77	169.28	899.77	163.5	
900.077	159.11	900.077	161.5	900.077	164.11	900.077	182.28	900.077	160.5	
900.383	161.11	900.383	158.5	900.383	172.11	900.383	185.28	900.383	165.5	
900.689	159.11	900.689	165.5	900.689	160.11	900.689	186.28	900.689	164.5	
900.995	158.11	900.995	149.5	900.995	166.11	900.995	177.28	900.995	169.5	
901.301	167.11	901.301	159.5	901.301	166.11	901.301	179.28	901.301	168.5	
901.607	159.11	901.607	152.5	901.607	164.11	901.607	172.28	901.607	171.5	
901.913	156.11	901.913	163.5	901.913	159.11	901.913	177.28	901.913	162.5	
902.219	153.11	902.219	159.5	902.219	164.11	902.219	181.28	902.219	168.5	
902.525	156.11	902.525	156.5	902.525	166.11	902.525	176.28	902.525	167.5	
902.83	159.11	902.83	166.5	902.83	172.11	902.83	171.28	902.83	167.5	
903.136	148.11	903.136	161.5	903.136	162.11	903.136	179.28	903.136	160.5	
903.442	160.11	903.442	154.5	903.442	163.11	903.442	181.28	903.442	162.5	
903.747	161.11	903.747	161.5	903.747	162.11	903.747	172.28	903.747	161.5	
904.053	148.11	904.053	149.5	904.053	160.11	904.053	181.28	904.053	158.5	
904.358	155.11	904.358	162.5	904.358	160.11	904.358	174.28	904.358	163.5	
904.664	153.11	904.664	163.5	904.664	168.11	904.664	170.28	904.664	164.5	
904.969	157.11	904.969	156.5	904.969	159.11	904.969	178.28	904.969	160.5	
905.275	158.11	905.275	154.5	905.275	157.11	905.275	176.28	905.275	162.5	
905.58	150.11	905.58	160.5	905.58	161.11	905.58	167.28	905.58	157.5	
905.885	155.11	905.885	156.5	905.885	155.11	905.885	161.28	905.885	164.5	
906.191	164.11	906.191	159.5	906.191	161.11	906.191	174.28	906.191	157.5	
906.496	156.11	906.496	158.5	906.496	151.11	906.496	171.28	906.496	159.5	
906.801	153.11	906.801	150.5	906.801	154.11	906.801	164.28	906.801	154.5	
907.106	154.11	907.106	151.5	907.106	160.11	907.106	164.28	907.106	154.5	
907.411	149.11	907.411	156.5	907.411	157.11	907.411	174.28	907.411	156.5	
907.716	154.11	907.716	156.5	907.716	162.11	907.716	168.28	907.716	158.5	
908.021	158.11	908.021	158.5	908.021	160.11	908.021	162.28	908.021	156.5	
908.326	162.11	908.326	145.5	908.326	151.11	908.326	164.28	908.326	160.5	
908.631	152.11	908.631	154.5	908.631	150.11	908.631	160.28	908.631	158.5	
908.935	148.11	908.935	152.5	908.935	151.11	908.935	163.28	908.935	155.5	
909.24	148.11	909.24	151.5	909.24	152.11	909.24	171.28	909.24	153.5	
909.545	144.11	909.545	147.5	909.545	146.11	909.545	169.28	909.545	152.5	
909.849	147.11	909.849	156.5	909.849	153.11	909.849	162.28	909.849	151.5	
910.154	148.11	910.154	147.5	910.154	145.11	910.154	159.28	910.154	160.5	
910.459	147.11	910.459	154.5	910.459	154.11	910.459	169.28	910.459	149.5	
910.763	144.11	910.763	151.5	910.763	154.11	910.763	163.28	910.763	160.5	
911.067	134.11	911.067	150.5	911.067	151.11	911.067	158.28	911.067	152.5	
911.372	146.11	911.372	147.5	911.372	159.11	911.372	162.28	911.372	158.5	
911.676	148.11	911.676	147.5	911.676	149.11	911.676	168.28	911.676	150.5	
911.98	139.11	911.98	144.5	911.98	152.11	911.98	166.28	911.98	146.5	
912.285	144.11	912.285	157.5	912.285	145.11	912.285	159.28	912.285	158.5	
912.589	144.11	912.589	151.5	912.589	145.11	912.589	162.28	912.589	146.5	
912.893	139.11	912.893	142.5	912.893	145.11	912.893	159.28	912.893	153.5	
913.197	149.11	913.197	144.5	913.197	152.11	913.197	167.28	913.197	149.5	
913.501	148.11	913.501	144.5	913.501	149.11	913.501	149.28	913.501	148.5	
913.805	141.11	913.805	147.5	913.805	148.11	913.805	161.28	913.805	147.5	
914.109	136.11	914.109	143.5	914.109	143.11	914.109	154.28	914.109	139.5	
914.413	135.11	914.413	143.5	914.413	151.11	914.413	161.28	914.413	147.5	
914.717	142.11	914.717	139.5	914.717	144.11	914.717	153.28	914.717	149.5	
915.02	138.11	915.02	141.5	915.02	154.11	915.02	161.28	915.02	144.5	
915.324	143.11	915.324	135.5	915.324	149.11	915.324	159.28	915.324	146.5	
915.628	142.11	915.628	136.5	915.628	143.11	915.628	162.28	915.628	142.5	
915.932	138.11	915.932	139.5	915.932	143.11	915.932	157.28	915.932	145.5	
916.235	142.11	916.235	145.5	916.235	139.11	916.235	151.28	916.235	145.5	
916.539	139.11	916.539	143.5	916.539	143.11	916.539	162.28	916.539	141.5	
916.842	136.11	916.842	141.5	916.842	145.11	916.842	156.28	916.842	147.5	
917.146	137.11	917.146	144.5	917.146	146.11	917.146	151.28	917.146	143.5	
917.449	141.11	917.449	136.5	917.449	135.11	917.449	154.28	917.449	153.5	
917.752	143.11	917.752	139.5	917.752	140.11	917.752	156.28	917.752	145.5	
918.056	140.11	918.056	142.5	918.056	143.11	918.056	162.28	918.056	136.5	
918.359	146.11	918.359	133.5	918.359	146.11	918.359	150.28	918.359	142.5	
918.662	135.11	918.662	133.5	918.662	141.11	918.662	156.28	918.662	139.5	
918.965	135.11	918.965	134.5	918.965	140.11	918.965	155.28	918.965	135.5	
919.268	139.11	919.268	137.5	919.268	138.11	919.268	154.28	919.268	142.5	
919.571	135.11	919.571	138.5	919.571	144.11	919.571	156.28	919.571	146.5	
919.874	132.11	919.874	134.5	919.874	143.11	919.874	151.28	919.874	137.5	
920.177	139.11	920.177	137.5	920.177	140.11	920.177	150.28	920.177	141.5	
920.48	138.11	920.48	129.5	920.48	135.11	920.48	149.28	920.48	147.5	
920.783	131.11	920.783	129.5	920.783	136.11	920.783	151.28	920.783	138.5	
921.086	133.11	921.086	138.5	921.086	134.11	921.086	150.28	921.086	139.5	
921.388	143.11	921.388	138.5	921.388	142.11	921.388	144.28	921.388	140.5	
921.691	129.11	921.691	135.5	921.691	135.11	921.691	149.28	921.691	140.5	
921.994	130.11	921.994	137.5	921.994	135.11	921.994	148.28	921.994	139.5	
922.296	134.11	922.296	134.5	922.296	132.11	922.296	149.28	922.296	137.5	
922.599	131.11	922.599	134.5	922.599	137.11	922.599	145.28	922.599	140.5	
922.901	133.11	922.901	134.5	922.901	137.11	922.901	149.28	922.901	133.5	
923.204	133.11	923.204	128.5	923.204	128.11	923.204	143.28	923.204	138.5	
923.506	127.11	923.506	133.5	923.506	134.11	923.506	149.28	923.506	137.5	
923.808	138.11	923.808	140.5	923.808	134.11	923.808	155.28	923.808	129.5	
924.111	128.11	924.111	136.5	924.111	130.11	924.111	151.28	924.111	127.5	
924.413	131.11	924.413	129.5	924.413	136.11	924.413	138.28	924.413	136.5	
924.715	129.11	924.715	130.5	924.715	132.11	924.715	138.28	924.715	138.5	
925.017	130.11	925.017	130.5	925.017	134.11	925.017	141.28	925.017	128.5	
925.319	129.11	925.319	134.5	925.319	135.11	925.319	148.28	925.319	140.5	
925.621	123.11	925.621	124.5	925.621	136.11	925.621	141.28	925.621	125.5	
925.923	133.11	925.923	124.5	925.923	133.11	925.923	137.28	925.923	132.5	
926.225	133.11	926.225	122.5	926.225	132.11	926.225	139.28	926.225	127.5	
926.527	125.11	926.527	124.5	926.527	132.11	926.527	142.28	926.527	132.5	
926.829	123.11	926.829	125.5	926.829	135.11	926.829	145.28	926.829	128.5	
927.13	132.11	927.13	130.5	927.13	131.11	927.13	138.28	927.13	129.5	
927.432	128.11	927.432	124.5	927.432	130.11	927.432	143.28	927.432	123.5	
927.734	132.11	927.734	127.5	927.734	132.11	927.734	138.28	927.734	131.5	
928.035	120.11	928.035	126.5	928.035	131.11	928.035	134.28	928.035	119.5	
928.337	124.11	928.337	128.5	928.337	130.11	928.337	134.28	928.337	123.5	
928.639	120.11	928.639	127.5	928.639	126.11	928.639	131.28	928.639	116.5	
928.94	119.11	928.94	121.5	928.94	126.11	928.94	135.28	928.94	129.5	
929.241	125.11	929.241	125.5	929.241	128.11	929.241	141.28	929.241	129.5	
929.543	123.11	929.543	122.5	929.543	127.11	929.543	138.28	929.543	132.5	
929.844	129.11	929.844	129.5	929.844	132.11	929.844	137.28	929.844	126.5	
930.145	126.11	930.145	126.5	930.145	126.11	930.145	134.28	930.145	127.5	
930.447	116.11	930.447	110.5	930.447	123.11	930.447	132.28	930.447	124.5	
930.748	122.11	930.748	114.5	930.748	126.11	930.748	134.28	930.748	123.5	
931.049	116.11	931.049	120.5	931.049	128.11	931.049	137.28	931.049	120.5	
931.35	123.11	931.35	119.5	931.35	114.11	931.35	129.28	931.35	115.5	
931.651	123.11	931.651	119.5	931.651	121.11	931.651	133.28	931.651	119.5	
931.952	124.11	931.952	111.5	931.952	124.11	931.952	136.28	931.952	122.5	
932.253	119.11	932.253	118.5	932.253	121.11	932.253	130.28	932.253	121.5	
932.554	111.11	932.554	113.5	932.554	131.11	932.554	134.28	932.554	119.5	
932.854	114.11	932.854	117.5	932.854	120.11	932.854	130.28	932.854	119.5	
933.155	114.11	933.155	122.5	933.155	118.11	933.155	130.28	933.155	121.5	
933.456	118.11	933.456	111.5	933.456	124.11	933.456	130.28	933.456	121.5	
933.756	124.11	933.756	112.5	933.756	116.11	933.756	130.28	933.756	126.5	
934.057	109.11	934.057	110.5	934.057	119.11	934.057	128.28	934.057	112.5	
934.358	118.11	934.358	115.5	934.358	119.11	934.358	122.28	934.358	120.5	
934.658	118.11	934.658	109.5	934.658	120.11	934.658	132.28	934.658	117.5	
934.959	111.11	934.959	115.5	934.959	123.11	934.959	126.28	934.959	119.5	
935.259	109.11	935.259	114.5	935.259	117.11	935.259	133.28	935.259	116.5	
935.559	117.11	935.559	115.5	935.559	115.11	935.559	132.28	935.559	121.5	
935.86	111.11	935.86	114.5	935.86	112.11	935.86	125.28	935.86	116.5	
936.16	113.11	936.16	111.5	936.16	117.11	936.16	125.28	936.16	113.5	
936.46	114.11	936.46	111.5	936.46	117.11	936.46	128.28	936.46	113.5	
936.76	115.11	936.76	119.5	936.76	119.11	936.76	120.28	936.76	114.5	
937.06	111.11	937.06	114.5	937.06	109.11	937.06	122.28	937.06	114.5	
937.36	113.11	937.36	105.5	937.36	112.11	937.36	126.28	937.36	118.5	
937.66	108.11	937.66	113.5	937.66	107.11	937.66	126.28	937.66	114.5	
937.96	112.11	937.96	115.5	937.96	114.11	937.96	122.28	937.96	115.5	
938.26	110.11	938.26	112.5	938.26	116.11	938.26	128.28	938.26	109.5	
938.56	111.11	938.56	111.5	938.56	114.11	938.56	116.28	938.56	111.5	
938.86	114.11	938.86	111.5	938.86	106.11	938.86	121.28	938.86	117.5	
939.159	110.11	939.159	106.5	939.159	108.11	939.159	121.28	939.159	109.5	
939.459	106.11	939.459	109.5	939.459	111.11	939.459	113.28	939.459	109.5	
939.759	108.11	939.759	103.5	939.759	109.11	939.759	117.28	939.759	109.5	
940.058	103.11	940.058	109.5	940.058	109.11	940.058	110.28	940.058	104.5	
940.358	102.11	940.358	104.5	940.358	101.11	940.358	117.28	940.358	110.5	
940.657	102.11	940.657	106.5	940.657	100.11	940.657	113.28	940.657	101.5	
940.957	104.11	940.957	104.5	940.957	107.11	940.957	119.28	940.957	108.5	
941.256	105.11	941.256	104.5	941.256	104.11	941.256	110.28	941.256	100.5	
941.555	102.11	941.555	100.5	941.555	102.11	941.555	113.28	941.555	107.5	
941.855	96.11	941.855	101.5	941.855	113.11	941.855	113.28	941.855	108.5	
942.154	95.11	942.154	104.5	942.154	109.11	942.154	110.28	942.154	108.5	
942.453	107.11	942.453	97.5	942.453	109.11	942.453	115.28	942.453	108.5	
942.752	105.11	942.752	104.5	942.752	98.11	942.752	116.28	942.752	103.5	
943.051	100.11	943.051	107.5	943.051	105.11	943.051	114.28	943.051	106.5	
943.35	103.11	943.35	109.5	943.35	104.11	943.35	112.28	943.35	105.5	
943.649	101.11	943.649	101.5	943.649	102.11	943.649	112.28	943.649	99.5	
943.948	97.11	943.948	102.5	943.948	107.11	943.948	114.28	943.948	102.5	
944.247	99.11	944.247	101.5	944.247	109.11	944.247	110.28	944.247	104.5	
944.546	96.11	944.546	90.5	944.546	96.11	944.546	104.28	944.546	103.5	
944.844	106.11	944.844	94.5	944.844	102.11	944.844	115.28	944.844	106.5	
945.143	102.11	945.143	100.5	945.143	103.11	945.143	107.28	945.143	101.5	
945.442	101.11	945.442	95.5	945.442	102.11	945.442	104.28	945.442	98.5	
945.74	94.11	945.74	97.5	945.74	99.11	945.74	101.28	945.74	97.5	
946.039	98.11	946.039	101.5	946.039	93.11	946.039	106.28	946.039	101.5	
946.338	97.11	946.338	91.5	946.338	99.11	946.338	101.28	946.338	99.5	
946.636	96.11	946.636	94.5	946.636	99.11	946.636	98.28	946.636	101.5	
946.934	100.11	946.934	97.5	946.934	106.11	946.934	104.28	946.934	99.5	
947.233	97.11	947.233	94.5	947.233	95.11	947.233	104.28	947.233	105.5	
947.531	89.11	947.531	94.5	947.531	104.11	947.531	98.28	947.531	99.5	
947.829	98.11	947.829	91.5	947.829	95.11	947.829	106.28	947.829	99.5	
948.127	99.11	948.127	102.5	948.127	95.11	948.127	101.28	948.127	98.5	
948.426	93.11	948.426	96.5	948.426	95.11	948.426	101.28	948.426	95.5	
948.724	90.11	948.724	95.5	948.724	96.11	948.724	108.28	948.724	95.5	
949.022	97.11	949.022	90.5	949.022	98.11	949.022	105.28	949.022	89.5	
949.32	93.11	949.32	95.5	949.32	93.11	949.32	97.28	949.32	101.5	
949.618	98.11	949.618	92.5	949.618	95.11	949.618	95.28	949.618	100.5	
949.915	93.11	949.915	93.5	949.915	92.11	949.915	100.28	949.915	95.5	
950.213	89.11	950.213	92.5	950.213	98.11	950.213	99.28	950.213	94.5	
950.511	96.11	950.511	86.5	950.511	92.11	950.511	99.28	950.511	91.5	
950.809	88.11	950.809	96.5	950.809	99.11	950.809	106.28	950.809	91.5	
951.106	97.11	951.106	91.5	951.106	94.11	951.106	104.28	951.106	91.5	
951.404	88.11	951.404	87.5	951.404	94.11	951.404	98.28	951.404	94.5	
951.702	87.11	951.702	91.5	951.702	94.11	951.702	95.28	951.702	90.5	
951.999	90.11	951.999	89.5	951.999	95.11	951.999	105.28	951.999	86.5	
952.297	92.11	952.297	89.5	952.297	92.11	952.297	97.28	952.297	96.5	
952.594	91.11	952.594	89.5	952.594	91.11	952.594	101.28	952.594	92.5	
952.891	81.11	952.891	93.5	952.891	90.11	952.891	94.28	952.891	91.5	
953.189	89.11	953.189	92.5	953.189	89.11	953.189	99.28	953.189	91.5	
953.486	88.11	953.486	78.5	953.486	85.11	953.486	97.28	953.486	92.5	
953.783	92.11	953.783	80.5	953.783	85.11	953.783	96.28	953.783	90.5	
954.08	83.11	954.08	80.5	954.08	92.11	954.08	93.28	954.08	85.5	
954.377	91.11	954.377	85.5	954.377	90.11	954.377	91.28	954.377	92.5	
954.674	82.11	954.674	81.5	954.674	84.11	954.674	102.28	954.674	89.5	
954.971	88.11	954.971	83.5	954.971	88.11	954.971	95.28	954.971	89.5	
955.268	91.11	955.268	80.5	955.268	88.11	955.268	97.28	955.268	87.5	
955.565	81.11	955.565	86.5	955.565	89.11	955.565	93.28	955.565	87.5	
955.862	84.11	955.862	84.5	955.862	87.11	955.862	94.28	955.862	88.5	
956.159	91.11	956.159	86.5	956.159	86.11	956.159	91.28	956.159	86.5	
956.456	80.11	956.456	79.5	956.456	85.11	956.456	91.28	956.456	87.5	
956.752	81.11	956.752	85.5	956.752	83.11	956.752	84.28	956.752	93.5	
957.049	87.11	957.049	76.5	957.049	83.11	957.049	95.28	957.049	88.5	
957.346	75.11	957.346	81.5	957.346	87.11	957.346	90.28	957.346	85.5	
957.642	81.11	957.642	80.5	957.642	86.11	957.642	88.28	957.642	80.5	
957.939	81.11	957.939	79.5	957.939	84.11	957.939	86.28	957.939	87.5	
958.235	81.11	958.235	82.5	958.235	80.11	958.235	91.28	958.235	90.5	
958.531	84.11	958.531	86.5	958.531	82.11	958.531	91.28	958.531	89.5	
958.828	78.11	958.828	78.5	958.828	84.11	958.828	89.28	958.828	79.5	
959.124	74.11	959.124	77.5	959.124	78.11	959.124	91.28	959.124	85.5	
959.42	77.11	959.42	84.5	959.42	83.11	959.42	85.28	959.42	81.5	
959.716	89.11	959.716	79.5	959.716	77.11	959.716	95.28	959.716	83.5	
960.012	78.11	960.012	77.5	960.012	78.11	960.012	85.28	960.012	81.5	
960.309	80.11	960.309	76.5	960.309	86.11	960.309	86.28	960.309	76.5	
960.605	84.11	960.605	84.5	960.605	79.11	960.605	83.28	960.605	75.5	
960.901	81.11	960.901	83.5	960.901	83.11	960.901	86.28	960.901	82.5	
961.196	79.11	961.196	76.5	961.196	82.11	961.196	82.28	961.196	80.5	
961.492	78.11	961.492	73.5	961.492	83.11	961.492	81.28	961.492	82.5	
961.788	78.11	961.788	79.5	961.788	79.11	961.788	83.28	961.788	74.5	
962.084	78.11	962.084	78.5	962.084	81.11	962.084	86.28	962.084	74.5	
962.38	73.11	962.38	73.5	962.38	72.11	962.38	88.28	962.38	70.5	
962.675	74.11	962.675	71.5	962.675	78.11	962.675	85.28	962.675	75.5	
962.971	78.11	962.971	79.5	962.971	82.11	962.971	85.28	962.971	81.5	
963.266	77.11	963.266	79.5	963.266	80.11	963.266	79.28	963.266	74.5	
963.562	77.11	963.562	73.5	963.562	73.11	963.562	80.28	963.562	74.5	
963.857	75.11	963.857	76.5	963.857	80.11	963.857	81.28	963.857	76.5	
964.153	71.11	964.153	64.5	964.153	75.11	964.153	79.28	964.153	82.5	
964.448	71.11	964.448	72.5	964.448	71.11	964.448	82.28	964.448	71.5	
964.743	78.11	964.743	68.5	964.743	72.11	964.743	77.28	964.743	80.5	
965.038	69.11	965.038	76.5	965.038	72.11	965.038	78.28	965.038	71.5	
965.334	74.11	965.334	78.5	965.334	80.11	965.334	77.28	965.334	78.5	
965.629	69.11	965.629	69.5	965.629	76.11	965.629	80.28	965.629	70.5	
965.924	68.11	965.924	73.5	965.924	70.11	965.924	81.28	965.924	66.5	
966.219	69.11	966.219	71.5	966.219	67.11	966.219	76.28	966.219	69.5	
966.514	69.11	966.514	69.5	966.514	72.11	966.514	78.28	966.514	78.5	
966.809	73.11	966.809	75.5	966.809	68.11	966.809	81.28	966.809	68.5	
967.104	74.11	967.104	71.5	967.104	77.11	967.104	75.28	967.104	72.5	
967.398	70.11	967.398	70.5	967.398	69.11	967.398	74.28	967.398	73.5	
967.693	67.11	967.693	74.5	967.693	71.11	967.693	82.28	967.693	72.5	
967.988	62.11	967.988	68.5	967.988	71.11	967.988	75.28	967.988	73.5	
968.283	64.11	968.283	65.5	968.283	73.11	968.283	71.28	968.283	69.5	
968.577	68.11	968.577	67.5	968.577	69.11	968.577	75.28	968.577	66.5	
968.872	67.11	968.872	69.5	968.872	71.11	968.872	72.28	968.872	74.5	
969.166	69.11	969.166	65.5	969.166	64.11	969.166	70.28	969.166	62.5	
969.461	64.11	969.461	72.5	969.461	71.11	969.461	67.28	969.461	66.5	
969.755	66.11	969.755	69.5	969.755	62.11	969.755	71.28	969.755	67.5	
970.049	70.11	970.049	64.5	970.049	67.11	970.049	71.28	970.049	63.5	
970.344	58.11	970.344	69.5	970.344	66.11	970.344	74.28	970.344	66.5	
970.638	62.11	970.638	68.5	970.638	68.11	970.638	70.28	970.638	65.5	
970.932	59.11	970.932	65.5	970.932	67.11	970.932	73.28	970.932	70.5	
971.226	61.11	971.226	68.5	971.226	73.11	971.226	72.28	971.226	70.5	
971.52	64.11	971.52	62.5	971.52	62.11	971.52	65.28	971.52	63.5	
971.814	59.11	971.814	63.5	971.814	69.11	971.814	70.28	971.814	67.5	
972.108	64.11	972.108	60.5	972.108	61.11	972.108	67.28	972.108	68.5	
972.402	61.11	972.402	59.5	972.402	62.11	972.402	68.28	972.402	61.5	
972.696	58.11	972.696	65.5	972.696	65.11	972.696	73.28	972.696	67.5	
972.99	63.11	972.99	61.5	972.99	67.11	972.99	66.28	972.99	58.5	
973.284	62.11	973.284	67.5	973.284	63.11	973.284	68.28	973.284	67.5	
973.577	60.11	973.577	59.5	973.577	64.11	973.577	66.28	973.577	63.5	
973.871	59.11	973.871	61.5	973.871	67.11	973.871	71.28	973.871	65.5	
974.164	62.11	974.164	60.5	974.164	60.11	974.164	63.28	974.164	56.5	
974.458	59.11	974.458	64.5	974.458	63.11	974.458	67.28	974.458	66.5	
974.752	63.11	974.752	56.5	974.752	68.11	974.752	70.28	974.752	65.5	
975.045	56.11	975.045	62.5	975.045	62.11	975.045	64.28	975.045	65.5	
975.338	62.11	975.338	54.5	975.338	59.11	975.338	66.28	975.338	63.5	
975.632	63.11	975.632	54.5	975.632	61.11	975.632	62.28	975.632	61.5	
975.925	60.11	975.925	56.5	975.925	60.11	975.925	66.28	975.925	63.5	
976.218	61.11	976.218	61.5	976.218	54.11	976.218	66.28	976.218	58.5	
976.511	56.11	976.511	62.5	976.511	63.11	976.511	62.28	976.511	60.5	
976.805	60.11	976.805	55.5	976.805	60.11	976.805	67.28	976.805	58.5	
977.098	56.11	977.098	59.5	977.098	65.11	977.098	58.28	977.098	55.5	
977.391	58.11	977.391	53.5	977.391	64.11	977.391	68.28	977.391	62.5	
977.684	55.11	977.684	52.5	977.684	57.11	977.684	59.28	977.684	64.5	
977.976	59.11	977.976	60.5	977.976	61.11	977.976	63.28	977.976	60.5	
978.269	57.11	978.269	61.5	978.269	60.11	978.269	67.28	978.269	63.5	
978.562	52.11	978.562	57.5	978.562	53.11	978.562	61.28	978.562	63.5	
978.855	58.11	978.855	55.5	978.855	54.11	978.855	64.28	978.855	56.5	
979.148	59.11	979.148	61.5	979.148	56.11	979.148	60.28	979.148	59.5	
979.44	54.11	979.44	55.5	979.44	55.11	979.44	63.28	979.44	58.5	
979.733	54.11	979.733	56.5	979.733	58.11	979.733	65.28	979.733	55.5	
980.025	55.11	980.025	53.5	980.025	53.11	980.025	59.28	980.025	53.5	
980.318	56.11	980.318	59.5	980.318	52.11	980.318	59.28	980.318	57.5	
980.61	57.11	980.61	47.5	980.61	54.11	980.61	61.28	980.61	55.5	
980.903	55.11	980.903	52.5	980.903	53.11	980.903	64.28	980.903	57.5	
981.195	56.11	981.195	55.5	981.195	54.11	981.195	56.28	981.195	52.5	
981.487	48.11	981.487	49.5	981.487	51.11	981.487	57.28	981.487	52.5	
981.78	55.11	981.78	54.5	981.78	52.11	981.78	59.28	981.78	51.5	
982.072	52.11	982.072	49.5	982.072	56.11	982.072	54.28	982.072	55.5	
982.364	57.11	982.364	54.5	982.364	53.11	982.364	61.28	982.364	55.5	
982.656	49.11	982.656	49.5	982.656	51.11	982.656	55.28	982.656	56.5	
982.948	47.11	982.948	45.5	982.948	52.11	982.948	52.28	982.948	45.5	
983.24	51.11	983.24	50.5	983.24	57.11	983.24	59.28	983.24	52.5	
983.532	50.11	983.532	52.5	983.532	53.11	983.532	55.28	983.532	52.5	
983.824	49.11	983.824	49.5	983.824	52.11	983.824	57.28	983.824	51.5	
984.115	46.11	984.115	50.5	984.115	52.11	984.115	52.28	984.115	55.5	
984.407	50.11	984.407	45.5	984.407	54.11	984.407	53.28	984.407	52.5	
984.699	48.11	984.699	48.5	984.699	53.11	984.699	56.28	984.699	50.5	
984.99	46.11	984.99	53.5	984.99	51.11	984.99	52.28	984.99	53.5	
985.282	43.11	985.282	50.5	985.282	49.11	985.282	55.28	985.282	46.5	
985.574	51.11	985.574	43.5	985.574	55.11	985.574	50.28	985.574	54.5	
985.865	45.11	985.865	43.5	985.865	48.11	985.865	50.28	985.865	49.5	
986.156	50.11	986.156	42.5	986.156	52.11	986.156	52.28	986.156	50.5	
986.448	45.11	986.448	44.5	986.448	51.11	986.448	52.28	986.448	50.5	
986.739	43.11	986.739	53.5	986.739	49.11	986.739	50.28	986.739	57.5	
987.03	42.11	987.03	49.5	987.03	52.11	987.03	49.28	987.03	47.5	
987.322	46.11	987.322	44.5	987.322	46.11	987.322	46.28	987.322	50.5	
987.613	45.11	987.613	49.5	987.613	47.11	987.613	43.28	987.613	47.5	
987.904	46.11	987.904	42.5	987.904	50.11	987.904	49.28	987.904	45.5	
988.195	47.11	988.195	47.5	988.195	48.11	988.195	53.28	988.195	49.5	
988.486	41.11	988.486	42.5	988.486	47.11	988.486	47.28	988.486	50.5	
988.777	33.11	988.777	42.5	988.777	50.11	988.777	53.28	988.777	48.5	
989.068	49.11	989.068	45.5	989.068	46.11	989.068	48.28	989.068	44.5	
989.359	37.11	989.359	46.5	989.359	48.11	989.359	42.28	989.359	47.5	
989.649	44.11	989.649	43.5	989.649	43.11	989.649	45.28	989.649	45.5	
989.94	39.11	989.94	39.5	989.94	43.11	989.94	47.28	989.94	42.5	
990.231	40.11	990.231	44.5	990.231	46.11	990.231	50.28	990.231	44.5	
990.521	41.11	990.521	44.5	990.521	43.11	990.521	43.28	990.521	45.5	
990.812	48.11	990.812	43.5	990.812	48.11	990.812	45.28	990.812	39.5	
991.103	41.11	991.103	44.5	991.103	46.11	991.103	44.28	991.103	44.5	
991.393	44.11	991.393	45.5	991.393	44.11	991.393	45.28	991.393	37.5	
991.683	43.11	991.683	40.5	991.683	43.11	991.683	47.28	991.683	47.5	
991.974	42.11	991.974	45.5	991.974	45.11	991.974	47.28	991.974	39.5	
992.264	43.11	992.264	41.5	992.264	39.11	992.264	40.28	992.264	42.5	
992.554	41.11	992.554	40.5	992.554	40.11	992.554	47.28	992.554	40.5	
992.845	39.11	992.845	38.5	992.845	38.11	992.845	49.28	992.845	43.5	
993.135	41.11	993.135	39.5	993.135	39.11	993.135	39.28	993.135	43.5	
993.425	39.11	993.425	43.5	993.425	45.11	993.425	41.28	993.425	42.5	
993.715	38.11	993.715	38.5	993.715	36.11	993.715	42.28	993.715	41.5	
