USB2G13063_1:101		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		Capture_6:206		
531.348	86.78	531.348	1032.39	531.348	1133.17	531.348	1213.61	531.348	1125.83	531.348	1142.5	
531.701	86.78	531.701	1035.39	531.701	1135.17	531.701	1222.61	531.701	1142.83	531.701	1131.5	
532.054	87.78	532.054	1043.39	532.054	1146.17	532.054	1218.61	532.054	1149.83	532.054	1143.5	
532.407	89.78	532.407	1072.39	532.407	1139.17	532.407	1245.61	532.407	1151.83	532.407	1172.5	
532.76	86.78	532.76	1055.39	532.76	1180.17	532.76	1243.61	532.76	1157.83	532.76	1173.5	
533.113	91.78	533.113	1062.39	533.113	1175.17	533.113	1250.61	533.113	1169.83	533.113	1145.5	
533.466	89.78	533.466	1079.39	533.466	1181.17	533.466	1255.61	533.466	1169.83	533.466	1212.5	
533.819	88.78	533.819	1060.39	533.819	1190.17	533.819	1264.61	533.819	1182.83	533.819	1203.5	
534.171	97.78	534.171	1086.39	534.171	1169.17	534.171	1263.61	534.171	1188.83	534.171	1197.5	
534.524	92.78	534.524	1087.39	534.524	1182.17	534.524	1277.61	534.524	1177.83	534.524	1199.5	
534.877	87.78	534.877	1085.39	534.877	1201.17	534.877	1280.61	534.877	1183.83	534.877	1217.5	
535.23	90.78	535.23	1111.39	535.23	1210.17	535.23	1293.61	535.23	1196.83	535.23	1226.5	
535.582	95.78	535.582	1108.39	535.582	1201.17	535.582	1308.61	535.582	1209.83	535.582	1226.5	
535.935	94.78	535.935	1106.39	535.935	1218.17	535.935	1315.61	535.935	1203.83	535.935	1250.5	
536.287	98.78	536.287	1104.39	536.287	1224.17	536.287	1317.61	536.287	1226.83	536.287	1245.5	
536.64	94.78	536.64	1128.39	536.64	1229.17	536.64	1301.61	536.64	1213.83	536.64	1234.5	
536.993	97.78	536.993	1116.39	536.993	1236.17	536.993	1335.61	536.993	1209.83	536.993	1258.5	
537.345	93.78	537.345	1141.39	537.345	1266.17	537.345	1324.61	537.345	1227.83	537.345	1241.5	
537.697	89.78	537.697	1121.39	537.697	1241.17	537.697	1337.61	537.697	1231.83	537.697	1247.5	
538.05	94.78	538.05	1121.39	538.05	1244.17	538.05	1337.61	538.05	1226.83	538.05	1268.5	
538.402	96.78	538.402	1158.39	538.402	1236.17	538.402	1329.61	538.402	1252.83	538.402	1274.5	
538.755	89.78	538.755	1136.39	538.755	1242.17	538.755	1357.61	538.755	1221.83	538.755	1259.5	
539.107	99.78	539.107	1144.39	539.107	1255.17	539.107	1362.61	539.107	1250.83	539.107	1277.5	
539.459	93.78	539.459	1152.39	539.459	1272.17	539.459	1362.61	539.459	1254.83	539.459	1264.5	
539.811	95.78	539.811	1165.39	539.811	1263.17	539.811	1367.61	539.811	1268.83	539.811	1281.5	
540.164	101.78	540.164	1164.39	540.164	1261.17	540.164	1356.61	540.164	1257.83	540.164	1274.5	
540.516	100.78	540.516	1164.39	540.516	1254.17	540.516	1387.61	540.516	1262.83	540.516	1294.5	
540.868	99.78	540.868	1149.39	540.868	1270.17	540.868	1375.61	540.868	1256.83	540.868	1299.5	
541.22	95.78	541.22	1156.39	541.22	1286.17	541.22	1372.61	541.22	1284.83	541.22	1298.5	
541.572	94.78	541.572	1159.39	541.572	1269.17	541.572	1383.61	541.572	1268.83	541.572	1300.5	
541.924	99.78	541.924	1166.39	541.924	1278.17	541.924	1371.61	541.924	1275.83	541.924	1297.5	
542.276	93.78	542.276	1177.39	542.276	1307.17	542.276	1369.61	542.276	1260.83	542.276	1294.5	
542.628	92.78	542.628	1179.39	542.628	1274.17	542.628	1370.61	542.628	1273.83	542.628	1295.5	
542.98	93.78	542.98	1169.39	542.98	1290.17	542.98	1398.61	542.98	1288.83	542.98	1317.5	
543.332	95.78	543.332	1166.39	543.332	1301.17	543.332	1400.61	543.332	1279.83	543.332	1304.5	
543.684	98.78	543.684	1193.39	543.684	1299.17	543.684	1382.61	543.684	1272.83	543.684	1296.5	
544.035	96.78	544.035	1164.39	544.035	1289.17	544.035	1400.61	544.035	1276.83	544.035	1302.5	
544.387	95.78	544.387	1175.39	544.387	1266.17	544.387	1380.61	544.387	1286.83	544.387	1319.5	
544.739	101.78	544.739	1167.39	544.739	1318.17	544.739	1389.61	544.739	1285.83	544.739	1314.5	
545.091	95.78	545.091	1153.39	545.091	1304.17	545.091	1404.61	545.091	1275.83	545.091	1307.5	
545.442	92.78	545.442	1177.39	545.442	1302.17	545.442	1383.61	545.442	1294.83	545.442	1312.5	
545.794	94.78	545.794	1153.39	545.794	1289.17	545.794	1385.61	545.794	1299.83	545.794	1328.5	
546.145	88.78	546.145	1199.39	546.145	1316.17	546.145	1406.61	546.145	1283.83	546.145	1303.5	
546.497	94.78	546.497	1166.39	546.497	1278.17	546.497	1396.61	546.497	1282.83	546.497	1295.5	
546.849	96.78	546.849	1180.39	546.849	1306.17	546.849	1387.61	546.849	1280.83	546.849	1286.5	
547.2	100.78	547.2	1161.39	547.2	1294.17	547.2	1383.61	547.2	1300.83	547.2	1283.5	
547.552	93.78	547.552	1180.39	547.552	1318.17	547.552	1385.61	547.552	1291.83	547.552	1301.5	
547.903	97.78	547.903	1184.39	547.903	1310.17	547.903	1391.61	547.903	1284.83	547.903	1324.5	
548.254	98.78	548.254	1183.39	548.254	1279.17	548.254	1395.61	548.254	1275.83	548.254	1310.5	
548.606	92.78	548.606	1174.39	548.606	1300.17	548.606	1395.61	548.606	1310.83	548.606	1315.5	
548.957	99.78	548.957	1167.39	548.957	1282.17	548.957	1409.61	548.957	1286.83	548.957	1309.5	
549.308	97.78	549.308	1171.39	549.308	1303.17	549.308	1397.61	549.308	1291.83	549.308	1326.5	
549.66	95.78	549.66	1161.39	549.66	1284.17	549.66	1387.61	549.66	1272.83	549.66	1302.5	
550.011	99.78	550.011	1175.39	550.011	1304.17	550.011	1390.61	550.011	1302.83	550.011	1287.5	
550.362	93.78	550.362	1181.39	550.362	1301.17	550.362	1392.61	550.362	1270.83	550.362	1323.5	
550.713	91.78	550.713	1170.39	550.713	1290.17	550.713	1385.61	550.713	1264.83	550.713	1302.5	
551.064	91.78	551.064	1160.39	551.064	1301.17	551.064	1387.61	551.064	1267.83	551.064	1299.5	
551.415	91.78	551.415	1182.39	551.415	1283.17	551.415	1395.61	551.415	1275.83	551.415	1283.5	
551.766	96.78	551.766	1162.39	551.766	1290.17	551.766	1374.61	551.766	1291.83	551.766	1301.5	
552.117	99.78	552.117	1160.39	552.117	1280.17	552.117	1378.61	552.117	1274.83	552.117	1305.5	
552.468	96.78	552.468	1167.39	552.468	1292.17	552.468	1387.61	552.468	1283.83	552.468	1275.5	
552.819	91.78	552.819	1165.39	552.819	1270.17	552.819	1366.61	552.819	1280.83	552.819	1307.5	
553.17	94.78	553.17	1167.39	553.17	1288.17	553.17	1373.61	553.17	1273.83	553.17	1295.5	
553.521	98.78	553.521	1157.39	553.521	1287.17	553.521	1362.61	553.521	1273.83	553.521	1298.5	
553.872	95.78	553.872	1141.39	553.872	1271.17	553.872	1372.61	553.872	1278.83	553.872	1271.5	
554.223	92.78	554.223	1159.39	554.223	1270.17	554.223	1374.61	554.223	1257.83	554.223	1264.5	
554.573	95.78	554.573	1164.39	554.573	1260.17	554.573	1360.61	554.573	1260.83	554.573	1273.5	
554.924	94.78	554.924	1139.39	554.924	1276.17	554.924	1364.61	554.924	1241.83	554.924	1272.5	
555.275	87.78	555.275	1150.39	555.275	1274.17	555.275	1349.61	555.275	1262.83	555.275	1283.5	
555.625	94.78	555.625	1143.39	555.625	1275.17	555.625	1335.61	555.625	1251.83	555.625	1265.5	
555.976	93.78	555.976	1155.39	555.976	1250.17	555.976	1333.61	555.976	1244.83	555.976	1256.5	
556.326	89.78	556.326	1147.39	556.326	1260.17	556.326	1347.61	556.326	1268.83	556.326	1260.5	
556.677	93.78	556.677	1124.39	556.677	1256.17	556.677	1355.61	556.677	1239.83	556.677	1253.5	
557.028	93.78	557.028	1129.39	557.028	1256.17	557.028	1364.61	557.028	1257.83	557.028	1260.5	
557.378	92.78	557.378	1126.39	557.378	1256.17	557.378	1350.61	557.378	1247.83	557.378	1266.5	
557.728	95.78	557.728	1129.39	557.728	1248.17	557.728	1339.61	557.728	1236.83	557.728	1267.5	
558.079	92.78	558.079	1136.39	558.079	1269.17	558.079	1315.61	558.079	1243.83	558.079	1258.5	
558.429	90.78	558.429	1124.39	558.429	1249.17	558.429	1354.61	558.429	1239.83	558.429	1265.5	
558.779	92.78	558.779	1109.39	558.779	1263.17	558.779	1333.61	558.779	1219.83	558.779	1258.5	
559.13	94.78	559.13	1115.39	559.13	1250.17	559.13	1338.61	559.13	1239.83	559.13	1247.5	
559.48	88.78	559.48	1121.39	559.48	1238.17	559.48	1343.61	559.48	1229.83	559.48	1254.5	
559.83	90.78	559.83	1122.39	559.83	1257.17	559.83	1337.61	559.83	1212.83	559.83	1242.5	
560.18	97.78	560.18	1103.39	560.18	1254.17	560.18	1335.61	560.18	1231.83	560.18	1258.5	
560.531	93.78	560.531	1135.39	560.531	1244.17	560.531	1332.61	560.531	1228.83	560.531	1243.5	
560.881	99.78	560.881	1115.39	560.881	1242.17	560.881	1327.61	560.881	1217.83	560.881	1256.5	
561.231	94.78	561.231	1137.39	561.231	1255.17	561.231	1324.61	561.231	1234.83	561.231	1246.5	
561.581	84.78	561.581	1117.39	561.581	1236.17	561.581	1315.61	561.581	1218.83	561.581	1238.5	
561.931	95.78	561.931	1117.39	561.931	1246.17	561.931	1319.61	561.931	1228.83	561.931	1231.5	
562.281	95.78	562.281	1116.39	562.281	1224.17	562.281	1315.61	562.281	1214.83	562.281	1224.5	
562.631	90.78	562.631	1104.39	562.631	1247.17	562.631	1306.61	562.631	1228.83	562.631	1256.5	
562.981	89.78	562.981	1101.39	562.981	1236.17	562.981	1312.61	562.981	1203.83	562.981	1245.5	
563.33	92.78	563.33	1106.39	563.33	1250.17	563.33	1313.61	563.33	1214.83	563.33	1207.5	
563.68	90.78	563.68	1093.39	563.68	1228.17	563.68	1312.61	563.68	1211.83	563.68	1220.5	
564.03	90.78	564.03	1091.39	564.03	1240.17	564.03	1330.61	564.03	1236.83	564.03	1247.5	
564.38	88.78	564.38	1102.39	564.38	1231.17	564.38	1327.61	564.38	1209.83	564.38	1247.5	
564.729	92.78	564.729	1088.39	564.729	1237.17	564.729	1312.61	564.729	1221.83	564.729	1225.5	
565.079	94.78	565.079	1078.39	565.079	1244.17	565.079	1325.61	565.079	1206.83	565.079	1221.5	
565.429	93.78	565.429	1104.39	565.429	1248.17	565.429	1284.61	565.429	1222.83	565.429	1235.5	
565.778	92.78	565.778	1107.39	565.778	1232.17	565.778	1312.61	565.778	1225.83	565.778	1236.5	
566.128	93.78	566.128	1089.39	566.128	1247.17	566.128	1323.61	566.128	1221.83	566.128	1217.5	
566.478	91.78	566.478	1081.39	566.478	1239.17	566.478	1332.61	566.478	1224.83	566.478	1232.5	
566.827	91.78	566.827	1104.39	566.827	1243.17	566.827	1315.61	566.827	1207.83	566.827	1237.5	
567.176	84.78	567.176	1093.39	567.176	1229.17	567.176	1326.61	567.176	1216.83	567.176	1219.5	
567.526	99.78	567.526	1109.39	567.526	1229.17	567.526	1302.61	567.526	1225.83	567.526	1236.5	
567.875	90.78	567.875	1088.39	567.875	1236.17	567.875	1326.61	567.875	1220.83	567.875	1241.5	
568.225	96.78	568.225	1102.39	568.225	1236.17	568.225	1327.61	568.225	1238.83	568.225	1231.5	
568.574	95.78	568.574	1100.39	568.574	1220.17	568.574	1316.61	568.574	1218.83	568.574	1245.5	
568.923	99.78	568.923	1092.39	568.923	1247.17	568.923	1327.61	568.923	1204.83	568.923	1223.5	
569.272	95.78	569.272	1095.39	569.272	1249.17	569.272	1306.61	569.272	1210.83	569.272	1228.5	
569.622	94.78	569.622	1086.39	569.622	1236.17	569.622	1330.61	569.622	1222.83	569.622	1238.5	
569.971	89.78	569.971	1078.39	569.971	1240.17	569.971	1307.61	569.971	1223.83	569.971	1229.5	
570.32	94.78	570.32	1091.39	570.32	1235.17	570.32	1314.61	570.32	1211.83	570.32	1241.5	
570.669	89.78	570.669	1096.39	570.669	1234.17	570.669	1292.61	570.669	1225.83	570.669	1225.5	
571.018	95.78	571.018	1104.39	571.018	1232.17	571.018	1328.61	571.018	1207.83	571.018	1235.5	
571.367	93.78	571.367	1105.39	571.367	1232.17	571.367	1320.61	571.367	1197.83	571.367	1230.5	
571.716	93.78	571.716	1106.39	571.716	1248.17	571.716	1324.61	571.716	1225.83	571.716	1256.5	
572.065	91.78	572.065	1116.39	572.065	1295.17	572.065	1328.61	572.065	1225.83	572.065	1250.5	
572.414	98.78	572.414	1099.39	572.414	1258.17	572.414	1339.61	572.414	1214.83	572.414	1252.5	
572.763	91.78	572.763	1124.39	572.763	1254.17	572.763	1352.61	572.763	1239.83	572.763	1252.5	
573.112	89.78	573.112	1128.39	573.112	1270.17	573.112	1341.61	573.112	1247.83	573.112	1257.5	
573.461	91.78	573.461	1140.39	573.461	1263.17	573.461	1353.61	573.461	1238.83	573.461	1289.5	
573.809	92.78	573.809	1137.39	573.809	1292.17	573.809	1363.61	573.809	1260.83	573.809	1280.5	
574.158	90.78	574.158	1115.39	574.158	1281.17	574.158	1361.61	574.158	1256.83	574.158	1278.5	
574.507	100.78	574.507	1137.39	574.507	1282.17	574.507	1383.61	574.507	1261.83	574.507	1286.5	
574.855	95.78	574.855	1138.39	574.855	1276.17	574.855	1351.61	574.855	1248.83	574.855	1264.5	
575.204	95.78	575.204	1151.39	575.204	1296.17	575.204	1381.61	575.204	1251.83	575.204	1286.5	
575.553	98.78	575.553	1134.39	575.553	1291.17	575.553	1368.61	575.553	1249.83	575.553	1286.5	
575.901	103.78	575.901	1141.39	575.901	1278.17	575.901	1371.61	575.901	1270.83	575.901	1291.5	
576.25	101.78	576.25	1164.39	576.25	1306.17	576.25	1373.61	576.25	1257.83	576.25	1285.5	
576.598	99.78	576.598	1174.39	576.598	1299.17	576.598	1368.61	576.598	1266.83	576.598	1305.5	
576.947	102.78	576.947	1154.39	576.947	1311.17	576.947	1404.61	576.947	1288.83	576.947	1296.5	
577.295	97.78	577.295	1159.39	577.295	1318.17	577.295	1392.61	577.295	1278.83	577.295	1295.5	
577.644	93.78	577.644	1169.39	577.644	1305.17	577.644	1391.61	577.644	1304.83	577.644	1305.5	
577.992	96.78	577.992	1165.39	577.992	1332.17	577.992	1398.61	577.992	1280.83	577.992	1317.5	
578.34	95.78	578.34	1154.39	578.34	1322.17	578.34	1384.61	578.34	1290.83	578.34	1334.5	
578.688	100.78	578.688	1171.39	578.688	1353.17	578.688	1386.61	578.688	1301.83	578.688	1315.5	
579.037	100.78	579.037	1149.39	579.037	1323.17	579.037	1401.61	579.037	1286.83	579.037	1308.5	
579.385	98.78	579.385	1173.39	579.385	1304.17	579.385	1406.61	579.385	1306.83	579.385	1334.5	
579.733	100.78	579.733	1166.39	579.733	1353.17	579.733	1442.61	579.733	1309.83	579.733	1334.5	
580.081	97.78	580.081	1185.39	580.081	1347.17	580.081	1417.61	580.081	1304.83	580.081	1346.5	
580.429	94.78	580.429	1189.39	580.429	1350.17	580.429	1432.61	580.429	1309.83	580.429	1347.5	
580.777	99.78	580.777	1183.39	580.777	1347.17	580.777	1415.61	580.777	1305.83	580.777	1344.5	
581.125	104.78	581.125	1179.39	581.125	1358.17	581.125	1436.61	581.125	1311.83	581.125	1357.5	
581.473	103.78	581.473	1190.39	581.473	1361.17	581.473	1434.61	581.473	1319.83	581.473	1368.5	
581.821	104.78	581.821	1190.39	581.821	1357.17	581.821	1430.61	581.821	1306.83	581.821	1355.5	
582.169	102.78	582.169	1199.39	582.169	1380.17	582.169	1435.61	582.169	1339.83	582.169	1346.5	
582.517	99.78	582.517	1201.39	582.517	1395.17	582.517	1443.61	582.517	1334.83	582.517	1367.5	
582.865	108.78	582.865	1205.39	582.865	1392.17	582.865	1449.61	582.865	1350.83	582.865	1356.5	
583.213	100.78	583.213	1193.39	583.213	1355.17	583.213	1446.61	583.213	1326.83	583.213	1389.5	
583.56	100.78	583.56	1216.39	583.56	1391.17	583.56	1470.61	583.56	1347.83	583.56	1391.5	
583.908	102.78	583.908	1221.39	583.908	1399.17	583.908	1450.61	583.908	1357.83	583.908	1374.5	
584.256	103.78	584.256	1222.39	584.256	1392.17	584.256	1449.61	584.256	1348.83	584.256	1391.5	
584.603	101.78	584.603	1221.39	584.603	1403.17	584.603	1477.61	584.603	1345.83	584.603	1407.5	
584.951	107.78	584.951	1242.39	584.951	1411.17	584.951	1484.61	584.951	1354.83	584.951	1376.5	
585.299	105.78	585.299	1227.39	585.299	1415.17	585.299	1475.61	585.299	1360.83	585.299	1385.5	
585.646	103.78	585.646	1250.39	585.646	1408.17	585.646	1481.61	585.646	1374.83	585.646	1409.5	
585.994	102.78	585.994	1233.39	585.994	1392.17	585.994	1461.61	585.994	1382.83	585.994	1397.5	
586.341	94.78	586.341	1238.39	586.341	1421.17	586.341	1481.61	586.341	1368.83	586.341	1392.5	
586.688	100.78	586.688	1226.39	586.688	1410.17	586.688	1505.61	586.688	1379.83	586.688	1398.5	
587.036	109.78	587.036	1252.39	587.036	1423.17	587.036	1510.61	587.036	1387.83	587.036	1409.5	
587.383	105.78	587.383	1240.39	587.383	1414.17	587.383	1517.61	587.383	1378.83	587.383	1417.5	
587.731	108.78	587.731	1240.39	587.731	1411.17	587.731	1518.61	587.731	1395.83	587.731	1431.5	
588.078	105.78	588.078	1238.39	588.078	1395.17	588.078	1505.61	588.078	1370.83	588.078	1425.5	
588.425	107.78	588.425	1242.39	588.425	1413.17	588.425	1509.61	588.425	1390.83	588.425	1414.5	
588.772	106.78	588.772	1253.39	588.772	1420.17	588.772	1498.61	588.772	1380.83	588.772	1393.5	
589.119	110.78	589.119	1238.39	589.119	1427.17	589.119	1531.61	589.119	1382.83	589.119	1437.5	
589.467	107.78	589.467	1238.39	589.467	1426.17	589.467	1513.61	589.467	1393.83	589.467	1428.5	
589.814	98.78	589.814	1251.39	589.814	1423.17	589.814	1538.61	589.814	1406.83	589.814	1445.5	
590.161	103.78	590.161	1248.39	590.161	1415.17	590.161	1495.61	590.161	1381.83	590.161	1410.5	
590.508	103.78	590.508	1245.39	590.508	1427.17	590.508	1500.61	590.508	1377.83	590.508	1429.5	
590.855	103.78	590.855	1250.39	590.855	1433.17	590.855	1496.61	590.855	1399.83	590.855	1419.5	
591.202	104.78	591.202	1250.39	591.202	1453.17	591.202	1503.61	591.202	1413.83	591.202	1428.5	
591.549	102.78	591.549	1259.39	591.549	1460.17	591.549	1532.61	591.549	1395.83	591.549	1440.5	
591.895	101.78	591.895	1252.39	591.895	1445.17	591.895	1527.61	591.895	1402.83	591.895	1438.5	
592.242	107.78	592.242	1261.39	592.242	1444.17	592.242	1522.61	592.242	1380.83	592.242	1416.5	
592.589	103.78	592.589	1249.39	592.589	1445.17	592.589	1521.61	592.589	1406.83	592.589	1437.5	
592.936	108.78	592.936	1256.39	592.936	1466.17	592.936	1494.61	592.936	1388.83	592.936	1431.5	
593.283	112.78	593.283	1263.39	593.283	1445.17	593.283	1506.61	593.283	1391.83	593.283	1432.5	
593.629	103.78	593.629	1254.39	593.629	1429.17	593.629	1494.61	593.629	1401.83	593.629	1438.5	
593.976	111.78	593.976	1279.39	593.976	1464.17	593.976	1540.61	593.976	1412.83	593.976	1456.5	
594.322	105.78	594.322	1238.39	594.322	1438.17	594.322	1541.61	594.322	1396.83	594.322	1428.5	
594.669	107.78	594.669	1286.39	594.669	1420.17	594.669	1543.61	594.669	1409.83	594.669	1456.5	
595.016	106.78	595.016	1261.39	595.016	1468.17	595.016	1527.61	595.016	1401.83	595.016	1451.5	
595.362	110.78	595.362	1260.39	595.362	1426.17	595.362	1511.61	595.362	1397.83	595.362	1426.5	
595.709	107.78	595.709	1274.39	595.709	1437.17	595.709	1535.61	595.709	1420.83	595.709	1440.5	
596.055	106.78	596.055	1255.39	596.055	1449.17	596.055	1538.61	596.055	1396.83	596.055	1461.5	
596.401	112.78	596.401	1256.39	596.401	1451.17	596.401	1523.61	596.401	1390.83	596.401	1440.5	
596.748	106.78	596.748	1244.39	596.748	1435.17	596.748	1510.61	596.748	1402.83	596.748	1435.5	
597.094	108.78	597.094	1243.39	597.094	1437.17	597.094	1500.61	597.094	1394.83	597.094	1425.5	
597.44	105.78	597.44	1240.39	597.44	1431.17	597.44	1513.61	597.44	1408.83	597.44	1432.5	
597.787	103.78	597.787	1260.39	597.787	1442.17	597.787	1515.61	597.787	1379.83	597.787	1415.5	
598.133	112.78	598.133	1272.39	598.133	1431.17	598.133	1496.61	598.133	1382.83	598.133	1425.5	
598.479	106.78	598.479	1248.39	598.479	1427.17	598.479	1506.61	598.479	1377.83	598.479	1412.5	
598.825	103.78	598.825	1245.39	598.825	1462.17	598.825	1515.61	598.825	1384.83	598.825	1416.5	
599.171	100.78	599.171	1229.39	599.171	1426.17	599.171	1521.61	599.171	1397.83	599.171	1415.5	
599.517	104.78	599.517	1247.39	599.517	1407.17	599.517	1507.61	599.517	1397.83	599.517	1434.5	
599.863	103.78	599.863	1247.39	599.863	1432.17	599.863	1506.61	599.863	1372.83	599.863	1420.5	
600.209	106.78	600.209	1232.39	600.209	1422.17	600.209	1489.61	600.209	1365.83	600.209	1424.5	
600.555	104.78	600.555	1264.39	600.555	1431.17	600.555	1508.61	600.555	1380.83	600.555	1416.5	
600.901	104.78	600.901	1245.39	600.901	1423.17	600.901	1480.61	600.901	1372.83	600.901	1411.5	
601.247	99.78	601.247	1227.39	601.247	1434.17	601.247	1508.61	601.247	1384.83	601.247	1387.5	
601.593	100.78	601.593	1226.39	601.593	1418.17	601.593	1489.61	601.593	1364.83	601.593	1411.5	
601.939	116.78	601.939	1255.39	601.939	1430.17	601.939	1503.61	601.939	1385.83	601.939	1422.5	
602.284	102.78	602.284	1231.39	602.284	1414.17	602.284	1479.61	602.284	1352.83	602.284	1419.5	
602.63	100.78	602.63	1227.39	602.63	1421.17	602.63	1465.61	602.63	1361.83	602.63	1407.5	
602.976	106.78	602.976	1218.39	602.976	1429.17	602.976	1498.61	602.976	1354.83	602.976	1392.5	
603.321	100.78	603.321	1230.39	603.321	1415.17	603.321	1489.61	603.321	1353.83	603.321	1389.5	
603.667	105.78	603.667	1219.39	603.667	1402.17	603.667	1496.61	603.667	1373.83	603.667	1378.5	
604.013	108.78	604.013	1217.39	604.013	1418.17	604.013	1458.61	604.013	1349.83	604.013	1376.5	
604.358	105.78	604.358	1217.39	604.358	1408.17	604.358	1465.61	604.358	1341.83	604.358	1377.5	
604.704	96.78	604.704	1213.39	604.704	1400.17	604.704	1464.61	604.704	1357.83	604.704	1393.5	
605.049	112.78	605.049	1205.39	605.049	1407.17	605.049	1462.61	605.049	1327.83	605.049	1388.5	
605.394	108.78	605.394	1199.39	605.394	1404.17	605.394	1455.61	605.394	1336.83	605.394	1339.5	
605.74	99.78	605.74	1222.39	605.74	1392.17	605.74	1470.61	605.74	1366.83	605.74	1366.5	
606.085	104.78	606.085	1191.39	606.085	1374.17	606.085	1451.61	606.085	1335.83	606.085	1355.5	
606.431	97.78	606.431	1199.39	606.431	1400.17	606.431	1445.61	606.431	1336.83	606.431	1371.5	
606.776	102.78	606.776	1202.39	606.776	1387.17	606.776	1466.61	606.776	1317.83	606.776	1379.5	
607.121	100.78	607.121	1200.39	607.121	1391.17	607.121	1457.61	607.121	1326.83	607.121	1380.5	
607.466	102.78	607.466	1180.39	607.466	1381.17	607.466	1425.61	607.466	1333.83	607.466	1347.5	
607.811	101.78	607.811	1186.39	607.811	1362.17	607.811	1429.61	607.811	1315.83	607.811	1348.5	
608.156	103.78	608.156	1186.39	608.156	1361.17	608.156	1452.61	608.156	1340.83	608.156	1365.5	
608.502	101.78	608.502	1171.39	608.502	1349.17	608.502	1419.61	608.502	1304.83	608.502	1347.5	
608.847	102.78	608.847	1170.39	608.847	1374.17	608.847	1430.61	608.847	1302.83	608.847	1331.5	
609.192	104.78	609.192	1183.39	609.192	1355.17	609.192	1417.61	609.192	1320.83	609.192	1337.5	
609.537	103.78	609.537	1186.39	609.537	1380.17	609.537	1419.61	609.537	1293.83	609.537	1345.5	
609.882	97.78	609.882	1156.39	609.882	1358.17	609.882	1420.61	609.882	1326.83	609.882	1321.5	
610.226	106.78	610.226	1177.39	610.226	1348.17	610.226	1409.61	610.226	1291.83	610.226	1333.5	
610.571	97.78	610.571	1170.39	610.571	1332.17	610.571	1414.61	610.571	1273.83	610.571	1319.5	
610.916	107.78	610.916	1175.39	610.916	1358.17	610.916	1426.61	610.916	1296.83	610.916	1293.5	
611.261	95.78	611.261	1170.39	611.261	1343.17	611.261	1395.61	611.261	1289.83	611.261	1322.5	
611.606	99.78	611.606	1162.39	611.606	1335.17	611.606	1390.61	611.606	1290.83	611.606	1339.5	
611.95	97.78	611.95	1136.39	611.95	1345.17	611.95	1379.61	611.95	1286.83	611.95	1310.5	
612.295	99.78	612.295	1167.39	612.295	1319.17	612.295	1381.61	612.295	1281.83	612.295	1324.5	
612.64	105.78	612.64	1141.39	612.64	1315.17	612.64	1393.61	612.64	1264.83	612.64	1300.5	
612.984	103.78	612.984	1156.39	612.984	1316.17	612.984	1397.61	612.984	1291.83	612.984	1300.5	
613.329	98.78	613.329	1145.39	613.329	1312.17	613.329	1397.61	613.329	1260.83	613.329	1304.5	
613.673	97.78	613.673	1134.39	613.673	1324.17	613.673	1390.61	613.673	1270.83	613.673	1283.5	
614.018	101.78	614.018	1143.39	614.018	1323.17	614.018	1377.61	614.018	1265.83	614.018	1284.5	
614.362	99.78	614.362	1151.39	614.362	1320.17	614.362	1372.61	614.362	1276.83	614.362	1312.5	
614.707	99.78	614.707	1140.39	614.707	1305.17	614.707	1360.61	614.707	1244.83	614.707	1280.5	
615.051	99.78	615.051	1142.39	615.051	1319.17	615.051	1358.61	615.051	1274.83	615.051	1284.5	
615.395	100.78	615.395	1133.39	615.395	1314.17	615.395	1361.61	615.395	1260.83	615.395	1298.5	
615.74	100.78	615.74	1131.39	615.74	1311.17	615.74	1375.61	615.74	1253.83	615.74	1268.5	
616.084	100.78	616.084	1142.39	616.084	1306.17	616.084	1367.61	616.084	1255.83	616.084	1260.5	
616.428	108.78	616.428	1127.39	616.428	1317.17	616.428	1351.61	616.428	1261.83	616.428	1282.5	
616.772	97.78	616.772	1147.39	616.772	1303.17	616.772	1361.61	616.772	1250.83	616.772	1290.5	
617.116	98.78	617.116	1118.39	617.116	1303.17	617.116	1342.61	617.116	1239.83	617.116	1262.5	
617.46	93.78	617.46	1137.39	617.46	1287.17	617.46	1352.61	617.46	1223.83	617.46	1269.5	
617.805	95.78	617.805	1121.39	617.805	1287.17	617.805	1349.61	617.805	1247.83	617.805	1273.5	
618.149	97.78	618.149	1110.39	618.149	1304.17	618.149	1350.61	618.149	1244.83	618.149	1245.5	
618.493	94.78	618.493	1108.39	618.493	1290.17	618.493	1359.61	618.493	1228.83	618.493	1265.5	
618.837	100.78	618.837	1117.39	618.837	1292.17	618.837	1334.61	618.837	1234.83	618.837	1271.5	
619.18	103.78	619.18	1100.39	619.18	1284.17	619.18	1329.61	619.18	1247.83	619.18	1295.5	
619.524	93.78	619.524	1102.39	619.524	1296.17	619.524	1324.61	619.524	1214.83	619.524	1249.5	
619.868	97.78	619.868	1138.39	619.868	1300.17	619.868	1363.61	619.868	1240.83	619.868	1269.5	
620.212	99.78	620.212	1087.39	620.212	1283.17	620.212	1341.61	620.212	1212.83	620.212	1246.5	
620.556	101.78	620.556	1112.39	620.556	1262.17	620.556	1340.61	620.556	1213.83	620.556	1237.5	
620.899	101.78	620.899	1112.39	620.899	1267.17	620.899	1345.61	620.899	1229.83	620.899	1266.5	
