USB2G13063_1:101		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		Capture_6:206		
865.476	87.78	865.476	281.39	865.476	296.17	865.476	296.61	865.476	280.83	865.476	285.5	
865.787	88.78	865.787	272.39	865.787	286.17	865.787	303.61	865.787	279.83	865.787	287.5	
866.099	88.78	866.099	274.39	866.099	294.17	866.099	288.61	866.099	273.83	866.099	275.5	
866.411	85.78	866.411	272.39	866.411	294.17	866.411	300.61	866.411	281.83	866.411	286.5	
866.722	91.78	866.722	269.39	866.722	291.17	866.722	293.61	866.722	286.83	866.722	273.5	
867.033	78.78	867.033	267.39	867.033	283.17	867.033	286.61	867.033	284.83	867.033	277.5	
867.345	85.78	867.345	259.39	867.345	289.17	867.345	290.61	867.345	278.83	867.345	284.5	
867.656	85.78	867.656	264.39	867.656	276.17	867.656	294.61	867.656	279.83	867.656	278.5	
867.967	89.78	867.967	268.39	867.967	283.17	867.967	288.61	867.967	273.83	867.967	275.5	
868.279	83.78	868.279	253.39	868.279	275.17	868.279	283.61	868.279	268.83	868.279	270.5	
868.59	92.78	868.59	261.39	868.59	273.17	868.59	283.61	868.59	274.83	868.59	259.5	
868.901	83.78	868.901	259.39	868.901	275.17	868.901	288.61	868.901	279.83	868.901	271.5	
869.212	91.78	869.212	262.39	869.212	276.17	869.212	285.61	869.212	264.83	869.212	269.5	
869.523	88.78	869.523	261.39	869.523	278.17	869.523	288.61	869.523	267.83	869.523	267.5	
869.834	87.78	869.834	251.39	869.834	268.17	869.834	280.61	869.834	256.83	869.834	263.5	
870.145	80.78	870.145	257.39	870.145	274.17	870.145	277.61	870.145	265.83	870.145	261.5	
870.456	88.78	870.456	257.39	870.456	272.17	870.456	277.61	870.456	252.83	870.456	254.5	
870.767	77.78	870.767	253.39	870.767	269.17	870.767	273.61	870.767	252.83	870.767	256.5	
871.078	84.78	871.078	241.39	871.078	272.17	871.078	271.61	871.078	261.83	871.078	264.5	
871.388	77.78	871.388	245.39	871.388	263.17	871.388	277.61	871.388	249.83	871.388	250.5	
871.699	83.78	871.699	256.39	871.699	263.17	871.699	282.61	871.699	255.83	871.699	256.5	
872.01	82.78	872.01	247.39	872.01	259.17	872.01	264.61	872.01	250.83	872.01	256.5	
872.32	82.78	872.32	250.39	872.32	259.17	872.32	277.61	872.32	250.83	872.32	250.5	
872.631	85.78	872.631	243.39	872.631	254.17	872.631	262.61	872.631	244.83	872.631	251.5	
872.942	76.78	872.942	238.39	872.942	261.17	872.942	262.61	872.942	252.83	872.942	246.5	
873.252	82.78	873.252	238.39	873.252	256.17	873.252	264.61	873.252	254.83	873.252	254.5	
873.562	88.78	873.562	236.39	873.562	253.17	873.562	260.61	873.562	247.83	873.562	250.5	
873.873	76.78	873.873	235.39	873.873	254.17	873.873	258.61	873.873	247.83	873.873	243.5	
874.183	78.78	874.183	227.39	874.183	246.17	874.183	257.61	874.183	241.83	874.183	242.5	
874.493	82.78	874.493	232.39	874.493	255.17	874.493	252.61	874.493	243.83	874.493	243.5	
874.804	73.78	874.804	229.39	874.804	252.17	874.804	254.61	874.804	234.83	874.804	242.5	
875.114	81.78	875.114	218.39	875.114	246.17	875.114	251.61	875.114	245.83	875.114	244.5	
875.424	75.78	875.424	225.39	875.424	241.17	875.424	255.61	875.424	238.83	875.424	227.5	
875.734	85.78	875.734	229.39	875.734	241.17	875.734	245.61	875.734	234.83	875.734	241.5	
876.044	80.78	876.044	217.39	876.044	245.17	876.044	245.61	876.044	230.83	876.044	236.5	
876.354	77.78	876.354	228.39	876.354	242.17	876.354	247.61	876.354	220.83	876.354	234.5	
876.664	74.78	876.664	229.39	876.664	249.17	876.664	251.61	876.664	229.83	876.664	231.5	
876.974	72.78	876.974	224.39	876.974	237.17	876.974	245.61	876.974	236.83	876.974	232.5	
877.284	81.78	877.284	225.39	877.284	237.17	877.284	252.61	877.284	217.83	877.284	234.5	
877.594	79.78	877.594	222.39	877.594	237.17	877.594	242.61	877.594	234.83	877.594	230.5	
877.903	79.78	877.903	226.39	877.903	235.17	877.903	248.61	877.903	233.83	877.903	234.5	
878.213	70.78	878.213	218.39	878.213	228.17	878.213	239.61	878.213	230.83	878.213	222.5	
878.523	79.78	878.523	216.39	878.523	239.17	878.523	241.61	878.523	226.83	878.523	222.5	
878.832	75.78	878.832	218.39	878.832	239.17	878.832	236.61	878.832	218.83	878.832	223.5	
879.142	76.78	879.142	217.39	879.142	239.17	879.142	241.61	879.142	218.83	879.142	222.5	
879.451	70.78	879.451	223.39	879.451	233.17	879.451	240.61	879.451	221.83	879.451	229.5	
879.761	69.78	879.761	211.39	879.761	224.17	879.761	231.61	879.761	217.83	879.761	219.5	
880.07	78.78	880.07	211.39	880.07	232.17	880.07	233.61	880.07	224.83	880.07	214.5	
880.379	72.78	880.379	215.39	880.379	235.17	880.379	236.61	880.379	221.83	880.379	219.5	
880.689	73.78	880.689	215.39	880.689	223.17	880.689	235.61	880.689	221.83	880.689	221.5	
880.998	79.78	880.998	222.39	880.998	232.17	880.998	218.61	880.998	220.83	880.998	224.5	
881.307	76.78	881.307	205.39	881.307	233.17	881.307	225.61	881.307	213.83	881.307	219.5	
881.616	77.78	881.616	202.39	881.616	216.17	881.616	235.61	881.616	215.83	881.616	220.5	
881.926	72.78	881.926	206.39	881.926	223.17	881.926	240.61	881.926	220.83	881.926	223.5	
882.235	72.78	882.235	211.39	882.235	227.17	882.235	222.61	882.235	208.83	882.235	216.5	
882.544	73.78	882.544	208.39	882.544	223.17	882.544	229.61	882.544	217.83	882.544	220.5	
882.853	71.78	882.853	208.39	882.853	231.17	882.853	241.61	882.853	224.83	882.853	215.5	
883.162	68.78	883.162	206.39	883.162	220.17	883.162	217.61	883.162	213.83	883.162	217.5	
883.47	68.78	883.47	208.39	883.47	215.17	883.47	222.61	883.47	220.83	883.47	220.5	
883.779	69.78	883.779	207.39	883.779	225.17	883.779	230.61	883.779	209.83	883.779	209.5	
884.088	72.78	884.088	207.39	884.088	222.17	884.088	210.61	884.088	217.83	884.088	218.5	
884.397	69.78	884.397	203.39	884.397	218.17	884.397	227.61	884.397	218.83	884.397	216.5	
884.705	68.78	884.705	197.39	884.705	220.17	884.705	222.61	884.705	202.83	884.705	217.5	
885.014	75.78	885.014	203.39	885.014	226.17	885.014	230.61	885.014	210.83	885.014	217.5	
885.323	71.78	885.323	205.39	885.323	225.17	885.323	220.61	885.323	216.83	885.323	214.5	
885.631	74.78	885.631	198.39	885.631	217.17	885.631	224.61	885.631	207.83	885.631	215.5	
885.94	71.78	885.94	203.39	885.94	219.17	885.94	227.61	885.94	205.83	885.94	216.5	
886.248	74.78	886.248	196.39	886.248	213.17	886.248	231.61	886.248	213.83	886.248	214.5	
886.556	69.78	886.556	201.39	886.556	219.17	886.556	215.61	886.556	208.83	886.556	207.5	
886.865	70.78	886.865	199.39	886.865	216.17	886.865	218.61	886.865	205.83	886.865	203.5	
887.173	72.78	887.173	199.39	887.173	217.17	887.173	218.61	887.173	212.83	887.173	205.5	
887.481	67.78	887.481	205.39	887.481	208.17	887.481	215.61	887.481	206.83	887.481	200.5	
887.789	71.78	887.789	199.39	887.789	217.17	887.789	213.61	887.789	198.83	887.789	205.5	
888.098	71.78	888.098	200.39	888.098	207.17	888.098	210.61	888.098	203.83	888.098	206.5	
888.406	68.78	888.406	205.39	888.406	209.17	888.406	215.61	888.406	206.83	888.406	205.5	
888.714	67.78	888.714	187.39	888.714	211.17	888.714	217.61	888.714	201.83	888.714	194.5	
889.022	76.78	889.022	190.39	889.022	210.17	889.022	218.61	889.022	203.83	889.022	202.5	
889.33	66.78	889.33	195.39	889.33	208.17	889.33	218.61	889.33	204.83	889.33	201.5	
889.638	70.78	889.638	198.39	889.638	207.17	889.638	215.61	889.638	206.83	889.638	207.5	
889.945	69.78	889.945	197.39	889.945	204.17	889.945	211.61	889.945	204.83	889.945	199.5	
890.253	65.78	890.253	187.39	890.253	207.17	890.253	212.61	890.253	198.83	890.253	206.5	
890.561	74.78	890.561	194.39	890.561	204.17	890.561	211.61	890.561	203.83	890.561	201.5	
890.869	67.78	890.869	197.39	890.869	206.17	890.869	215.61	890.869	201.83	890.869	198.5	
891.176	69.78	891.176	201.39	891.176	205.17	891.176	218.61	891.176	200.83	891.176	202.5	
891.484	71.78	891.484	196.39	891.484	216.17	891.484	204.61	891.484	207.83	891.484	197.5	
891.791	71.78	891.791	193.39	891.791	200.17	891.791	213.61	891.791	196.83	891.791	202.5	
892.099	72.78	892.099	191.39	892.099	211.17	892.099	211.61	892.099	195.83	892.099	202.5	
892.406	71.78	892.406	183.39	892.406	205.17	892.406	203.61	892.406	193.83	892.406	200.5	
892.714	68.78	892.714	194.39	892.714	202.17	892.714	210.61	892.714	198.83	892.714	194.5	
893.021	67.78	893.021	190.39	893.021	202.17	893.021	208.61	893.021	201.83	893.021	190.5	
893.328	72.78	893.328	195.39	893.328	201.17	893.328	209.61	893.328	194.83	893.328	198.5	
893.636	72.78	893.636	187.39	893.636	203.17	893.636	202.61	893.636	191.83	893.636	195.5	
893.943	69.78	893.943	188.39	893.943	190.17	893.943	195.61	893.943	196.83	893.943	196.5	
894.25	67.78	894.25	192.39	894.25	197.17	894.25	207.61	894.25	180.83	894.25	189.5	
894.557	63.78	894.557	191.39	894.557	199.17	894.557	204.61	894.557	193.83	894.557	189.5	
894.864	70.78	894.864	176.39	894.864	203.17	894.864	194.61	894.864	187.83	894.864	189.5	
895.171	66.78	895.171	186.39	895.171	195.17	895.171	198.61	895.171	192.83	895.171	186.5	
895.478	67.78	895.478	183.39	895.478	202.17	895.478	205.61	895.478	187.83	895.478	194.5	
895.785	70.78	895.785	193.39	895.785	202.17	895.785	202.61	895.785	193.83	895.785	192.5	
896.092	72.78	896.092	186.39	896.092	197.17	896.092	200.61	896.092	190.83	896.092	193.5	
896.399	66.78	896.399	179.39	896.399	187.17	896.399	192.61	896.399	195.83	896.399	181.5	
896.705	65.78	896.705	183.39	896.705	196.17	896.705	205.61	896.705	185.83	896.705	195.5	
897.012	63.78	897.012	183.39	897.012	200.17	897.012	197.61	897.012	193.83	897.012	185.5	
897.319	68.78	897.319	178.39	897.319	193.17	897.319	194.61	897.319	188.83	897.319	187.5	
897.625	74.78	897.625	182.39	897.625	196.17	897.625	198.61	897.625	183.83	897.625	190.5	
897.932	69.78	897.932	184.39	897.932	196.17	897.932	198.61	897.932	185.83	897.932	186.5	
898.239	68.78	898.239	173.39	898.239	193.17	898.239	190.61	898.239	194.83	898.239	181.5	
898.545	61.78	898.545	185.39	898.545	195.17	898.545	187.61	898.545	194.83	898.545	180.5	
898.851	67.78	898.851	169.39	898.851	202.17	898.851	199.61	898.851	181.83	898.851	188.5	
899.158	62.78	899.158	174.39	899.158	188.17	899.158	197.61	899.158	186.83	899.158	173.5	
899.464	65.78	899.464	179.39	899.464	184.17	899.464	185.61	899.464	183.83	899.464	184.5	
899.77	59.78	899.77	172.39	899.77	183.17	899.77	193.61	899.77	175.83	899.77	177.5	
900.077	63.78	900.077	169.39	900.077	186.17	900.077	191.61	900.077	180.83	900.077	176.5	
900.383	64.78	900.383	184.39	900.383	200.17	900.383	199.61	900.383	174.83	900.383	177.5	
900.689	64.78	900.689	170.39	900.689	191.17	900.689	195.61	900.689	176.83	900.689	184.5	
900.995	61.78	900.995	177.39	900.995	187.17	900.995	187.61	900.995	176.83	900.995	177.5	
901.301	68.78	901.301	169.39	901.301	179.17	901.301	192.61	901.301	179.83	901.301	179.5	
901.607	61.78	901.607	174.39	901.607	186.17	901.607	188.61	901.607	179.83	901.607	180.5	
901.913	62.78	901.913	171.39	901.913	185.17	901.913	183.61	901.913	170.83	901.913	180.5	
902.219	70.78	902.219	173.39	902.219	191.17	902.219	191.61	902.219	174.83	902.219	183.5	
902.525	66.78	902.525	174.39	902.525	190.17	902.525	187.61	902.525	172.83	902.525	176.5	
902.83	66.78	902.83	171.39	902.83	192.17	902.83	192.61	902.83	181.83	902.83	175.5	
903.136	68.78	903.136	171.39	903.136	180.17	903.136	189.61	903.136	181.83	903.136	177.5	
903.442	63.78	903.442	167.39	903.442	176.17	903.442	179.61	903.442	178.83	903.442	174.5	
903.747	68.78	903.747	175.39	903.747	182.17	903.747	196.61	903.747	173.83	903.747	176.5	
904.053	62.78	904.053	169.39	904.053	191.17	904.053	181.61	904.053	167.83	904.053	176.5	
904.358	65.78	904.358	164.39	904.358	179.17	904.358	178.61	904.358	175.83	904.358	171.5	
904.664	65.78	904.664	162.39	904.664	181.17	904.664	185.61	904.664	166.83	904.664	174.5	
904.969	63.78	904.969	166.39	904.969	182.17	904.969	181.61	904.969	178.83	904.969	178.5	
905.275	64.78	905.275	168.39	905.275	180.17	905.275	180.61	905.275	169.83	905.275	179.5	
905.58	55.78	905.58	169.39	905.58	176.17	905.58	179.61	905.58	163.83	905.58	177.5	
905.885	62.78	905.885	177.39	905.885	181.17	905.885	183.61	905.885	170.83	905.885	172.5	
906.191	64.78	906.191	169.39	906.191	179.17	906.191	182.61	906.191	179.83	906.191	173.5	
906.496	57.78	906.496	164.39	906.496	179.17	906.496	173.61	906.496	167.83	906.496	174.5	
906.801	67.78	906.801	163.39	906.801	169.17	906.801	182.61	906.801	171.83	906.801	169.5	
907.106	68.78	907.106	168.39	907.106	169.17	907.106	183.61	907.106	165.83	907.106	164.5	
907.411	62.78	907.411	164.39	907.411	179.17	907.411	179.61	907.411	158.83	907.411	165.5	
907.716	64.78	907.716	169.39	907.716	173.17	907.716	181.61	907.716	170.83	907.716	171.5	
908.021	60.78	908.021	160.39	908.021	179.17	908.021	176.61	908.021	167.83	908.021	167.5	
908.326	66.78	908.326	164.39	908.326	173.17	908.326	174.61	908.326	162.83	908.326	168.5	
908.631	63.78	908.631	152.39	908.631	167.17	908.631	173.61	908.631	166.83	908.631	159.5	
908.935	61.78	908.935	160.39	908.935	170.17	908.935	176.61	908.935	164.83	908.935	161.5	
909.24	61.78	909.24	164.39	909.24	167.17	909.24	170.61	909.24	160.83	909.24	168.5	
909.545	57.78	909.545	154.39	909.545	162.17	909.545	175.61	909.545	158.83	909.545	175.5	
909.849	60.78	909.849	166.39	909.849	164.17	909.849	179.61	909.849	161.83	909.849	160.5	
910.154	56.78	910.154	151.39	910.154	169.17	910.154	171.61	910.154	165.83	910.154	164.5	
910.459	62.78	910.459	155.39	910.459	173.17	910.459	174.61	910.459	157.83	910.459	169.5	
910.763	56.78	910.763	162.39	910.763	172.17	910.763	169.61	910.763	164.83	910.763	161.5	
911.067	65.78	911.067	153.39	911.067	173.17	911.067	171.61	911.067	166.83	911.067	165.5	
911.372	59.78	911.372	154.39	911.372	176.17	911.372	168.61	911.372	167.83	911.372	162.5	
911.676	59.78	911.676	153.39	911.676	163.17	911.676	169.61	911.676	159.83	911.676	152.5	
911.98	58.78	911.98	154.39	911.98	167.17	911.98	166.61	911.98	167.83	911.98	163.5	
912.285	60.78	912.285	160.39	912.285	160.17	912.285	178.61	912.285	161.83	912.285	159.5	
912.589	63.78	912.589	155.39	912.589	162.17	912.589	169.61	912.589	157.83	912.589	157.5	
912.893	61.78	912.893	155.39	912.893	161.17	912.893	164.61	912.893	164.83	912.893	159.5	
913.197	57.78	913.197	149.39	913.197	163.17	913.197	172.61	913.197	157.83	913.197	156.5	
913.501	56.78	913.501	148.39	913.501	156.17	913.501	156.61	913.501	162.83	913.501	161.5	
913.805	65.78	913.805	156.39	913.805	169.17	913.805	172.61	913.805	159.83	913.805	162.5	
914.109	63.78	914.109	147.39	914.109	167.17	914.109	165.61	914.109	152.83	914.109	151.5	
914.413	58.78	914.413	145.39	914.413	157.17	914.413	164.61	914.413	152.83	914.413	155.5	
914.717	63.78	914.717	151.39	914.717	163.17	914.717	170.61	914.717	152.83	914.717	159.5	
915.02	54.78	915.02	153.39	915.02	159.17	915.02	157.61	915.02	150.83	915.02	150.5	
915.324	58.78	915.324	152.39	915.324	170.17	915.324	159.61	915.324	152.83	915.324	153.5	
915.628	59.78	915.628	145.39	915.628	163.17	915.628	158.61	915.628	150.83	915.628	152.5	
915.932	63.78	915.932	146.39	915.932	160.17	915.932	169.61	915.932	153.83	915.932	154.5	
916.235	62.78	916.235	146.39	916.235	157.17	916.235	163.61	916.235	143.83	916.235	150.5	
916.539	60.78	916.539	146.39	916.539	159.17	916.539	163.61	916.539	155.83	916.539	154.5	
916.842	58.78	916.842	143.39	916.842	156.17	916.842	165.61	916.842	156.83	916.842	153.5	
917.146	61.78	917.146	144.39	917.146	157.17	917.146	157.61	917.146	150.83	917.146	154.5	
917.449	60.78	917.449	149.39	917.449	160.17	917.449	157.61	917.449	147.83	917.449	153.5	
917.752	57.78	917.752	140.39	917.752	157.17	917.752	159.61	917.752	157.83	917.752	154.5	
918.056	61.78	918.056	150.39	918.056	151.17	918.056	157.61	918.056	149.83	918.056	156.5	
918.359	54.78	918.359	135.39	918.359	156.17	918.359	160.61	918.359	151.83	918.359	146.5	
918.662	58.78	918.662	141.39	918.662	154.17	918.662	159.61	918.662	146.83	918.662	151.5	
918.965	61.78	918.965	141.39	918.965	147.17	918.965	158.61	918.965	146.83	918.965	152.5	
919.268	58.78	919.268	143.39	919.268	152.17	919.268	159.61	919.268	144.83	919.268	148.5	
919.571	56.78	919.571	137.39	919.571	150.17	919.571	150.61	919.571	139.83	919.571	145.5	
919.874	55.78	919.874	131.39	919.874	145.17	919.874	152.61	919.874	140.83	919.874	143.5	
920.177	55.78	920.177	144.39	920.177	149.17	920.177	161.61	920.177	153.83	920.177	151.5	
920.48	59.78	920.48	145.39	920.48	150.17	920.48	158.61	920.48	147.83	920.48	151.5	
920.783	55.78	920.783	135.39	920.783	150.17	920.783	156.61	920.783	147.83	920.783	143.5	
921.086	58.78	921.086	137.39	921.086	146.17	921.086	146.61	921.086	145.83	921.086	142.5	
921.388	54.78	921.388	143.39	921.388	145.17	921.388	153.61	921.388	141.83	921.388	141.5	
921.691	52.78	921.691	147.39	921.691	143.17	921.691	156.61	921.691	137.83	921.691	143.5	
921.994	54.78	921.994	132.39	921.994	147.17	921.994	150.61	921.994	141.83	921.994	141.5	
922.296	50.78	922.296	140.39	922.296	154.17	922.296	152.61	922.296	147.83	922.296	139.5	
922.599	57.78	922.599	138.39	922.599	146.17	922.599	149.61	922.599	142.83	922.599	140.5	
922.901	51.78	922.901	135.39	922.901	143.17	922.901	142.61	922.901	139.83	922.901	145.5	
923.204	58.78	923.204	134.39	923.204	146.17	923.204	147.61	923.204	139.83	923.204	140.5	
923.506	52.78	923.506	140.39	923.506	142.17	923.506	145.61	923.506	143.83	923.506	136.5	
923.808	56.78	923.808	138.39	923.808	146.17	923.808	152.61	923.808	143.83	923.808	142.5	
924.111	54.78	924.111	133.39	924.111	140.17	924.111	144.61	924.111	133.83	924.111	142.5	
924.413	50.78	924.413	138.39	924.413	139.17	924.413	142.61	924.413	138.83	924.413	138.5	
924.715	54.78	924.715	134.39	924.715	145.17	924.715	150.61	924.715	145.83	924.715	134.5	
925.017	50.78	925.017	130.39	925.017	145.17	925.017	146.61	925.017	133.83	925.017	139.5	
925.319	55.78	925.319	143.39	925.319	140.17	925.319	141.61	925.319	130.83	925.319	137.5	
925.621	50.78	925.621	125.39	925.621	143.17	925.621	134.61	925.621	130.83	925.621	135.5	
925.923	54.78	925.923	131.39	925.923	142.17	925.923	140.61	925.923	135.83	925.923	128.5	
926.225	54.78	926.225	136.39	926.225	141.17	926.225	144.61	926.225	136.83	926.225	137.5	
926.527	53.78	926.527	121.39	926.527	143.17	926.527	133.61	926.527	128.83	926.527	133.5	
926.829	49.78	926.829	131.39	926.829	132.17	926.829	139.61	926.829	133.83	926.829	138.5	
927.13	52.78	927.13	127.39	927.13	142.17	927.13	137.61	927.13	128.83	927.13	133.5	
927.432	44.78	927.432	126.39	927.432	133.17	927.432	140.61	927.432	126.83	927.432	129.5	
927.734	49.78	927.734	124.39	927.734	142.17	927.734	129.61	927.734	132.83	927.734	135.5	
928.035	47.78	928.035	125.39	928.035	130.17	928.035	138.61	928.035	130.83	928.035	133.5	
928.337	57.78	928.337	119.39	928.337	138.17	928.337	134.61	928.337	132.83	928.337	135.5	
928.639	51.78	928.639	123.39	928.639	130.17	928.639	130.61	928.639	125.83	928.639	132.5	
928.94	46.78	928.94	127.39	928.94	138.17	928.94	135.61	928.94	130.83	928.94	133.5	
929.241	53.78	929.241	126.39	929.241	129.17	929.241	131.61	929.241	127.83	929.241	132.5	
929.543	53.78	929.543	126.39	929.543	132.17	929.543	133.61	929.543	128.83	929.543	127.5	
929.844	49.78	929.844	129.39	929.844	128.17	929.844	137.61	929.844	122.83	929.844	132.5	
930.145	49.78	930.145	128.39	930.145	132.17	930.145	133.61	930.145	119.83	930.145	135.5	
930.447	53.78	930.447	122.39	930.447	128.17	930.447	128.61	930.447	123.83	930.447	128.5	
930.748	45.78	930.748	120.39	930.748	129.17	930.748	129.61	930.748	123.83	930.748	122.5	
931.049	51.78	931.049	121.39	931.049	128.17	931.049	128.61	931.049	124.83	931.049	121.5	
931.35	40.78	931.35	123.39	931.35	129.17	931.35	133.61	931.35	121.83	931.35	118.5	
931.651	46.78	931.651	115.39	931.651	131.17	931.651	131.61	931.651	122.83	931.651	122.5	
931.952	47.78	931.952	119.39	931.952	127.17	931.952	123.61	931.952	120.83	931.952	120.5	
932.253	44.78	932.253	112.39	932.253	128.17	932.253	131.61	932.253	115.83	932.253	120.5	
932.554	50.78	932.554	111.39	932.554	121.17	932.554	123.61	932.554	123.83	932.554	123.5	
932.854	44.78	932.854	118.39	932.854	116.17	932.854	123.61	932.854	117.83	932.854	117.5	
933.155	48.78	933.155	115.39	933.155	122.17	933.155	126.61	933.155	115.83	933.155	114.5	
933.456	43.78	933.456	118.39	933.456	114.17	933.456	127.61	933.456	112.83	933.456	113.5	
933.756	45.78	933.756	115.39	933.756	115.17	933.756	122.61	933.756	113.83	933.756	114.5	
934.057	48.78	934.057	105.39	934.057	119.17	934.057	124.61	934.057	114.83	934.057	108.5	
934.358	44.78	934.358	106.39	934.358	116.17	934.358	115.61	934.358	119.83	934.358	112.5	
934.658	45.78	934.658	107.39	934.658	112.17	934.658	114.61	934.658	108.83	934.658	119.5	
934.959	45.78	934.959	106.39	934.959	116.17	934.959	106.61	934.959	109.83	934.959	108.5	
935.259	50.78	935.259	108.39	935.259	108.17	935.259	110.61	935.259	115.83	935.259	111.5	
935.559	40.78	935.559	106.39	935.559	107.17	935.559	111.61	935.559	105.83	935.559	105.5	
935.86	48.78	935.86	106.39	935.86	108.17	935.86	109.61	935.86	106.83	935.86	106.5	
936.16	42.78	936.16	106.39	936.16	108.17	936.16	112.61	936.16	107.83	936.16	110.5	
936.46	40.78	936.46	100.39	936.46	102.17	936.46	105.61	936.46	104.83	936.46	104.5	
936.76	39.78	936.76	103.39	936.76	103.17	936.76	115.61	936.76	101.83	936.76	101.5	
937.06	38.78	937.06	95.39	937.06	106.17	937.06	102.61	937.06	95.83	937.06	97.5	
937.36	39.78	937.36	98.39	937.36	96.17	937.36	101.61	937.36	94.83	937.36	99.5	
937.66	38.78	937.66	95.39	937.66	93.17	937.66	98.61	937.66	89.83	937.66	93.5	
937.96	40.78	937.96	84.39	937.96	99.17	937.96	99.61	937.96	87.83	937.96	89.5	
938.26	34.78	938.26	91.39	938.26	93.17	938.26	94.61	938.26	88.83	938.26	89.5	
938.56	35.78	938.56	85.39	938.56	93.17	938.56	100.61	938.56	85.83	938.56	87.5	
938.86	37.78	938.86	81.39	938.86	84.17	938.86	89.61	938.86	86.83	938.86	79.5	
939.159	36.78	939.159	83.39	939.159	93.17	939.159	90.61	939.159	88.83	939.159	89.5	
939.459	32.78	939.459	85.39	939.459	87.17	939.459	87.61	939.459	86.83	939.459	83.5	
939.759	38.78	939.759	80.39	939.759	83.17	939.759	84.61	939.759	80.83	939.759	80.5	
940.058	32.78	940.058	71.39	940.058	83.17	940.058	79.61	940.058	77.83	940.058	79.5	
940.358	33.78	940.358	78.39	940.358	75.17	940.358	77.61	940.358	79.83	940.358	76.5	
940.657	33.78	940.657	73.39	940.657	78.17	940.657	80.61	940.657	77.83	940.657	76.5	
940.957	34.78	940.957	77.39	940.957	85.17	940.957	82.61	940.957	78.83	940.957	78.5	
941.256	36.78	941.256	69.39	941.256	75.17	941.256	84.61	941.256	75.83	941.256	71.5	
941.555	36.78	941.555	75.39	941.555	71.17	941.555	75.61	941.555	73.83	941.555	75.5	
941.855	36.78	941.855	76.39	941.855	73.17	941.855	76.61	941.855	73.83	941.855	71.5	
942.154	35.78	942.154	75.39	942.154	78.17	942.154	78.61	942.154	69.83	942.154	77.5	
942.453	30.78	942.453	72.39	942.453	76.17	942.453	76.61	942.453	76.83	942.453	77.5	
942.752	31.78	942.752	69.39	942.752	75.17	942.752	75.61	942.752	74.83	942.752	76.5	
943.051	30.78	943.051	73.39	943.051	77.17	943.051	76.61	943.051	74.83	943.051	74.5	
943.35	36.78	943.35	74.39	943.35	71.17	943.35	74.61	943.35	72.83	943.35	70.5	
943.649	32.78	943.649	74.39	943.649	72.17	943.649	77.61	943.649	69.83	943.649	81.5	
943.948	36.78	943.948	73.39	943.948	79.17	943.948	69.61	943.948	70.83	943.948	74.5	
944.247	33.78	944.247	72.39	944.247	82.17	944.247	76.61	944.247	70.83	944.247	72.5	
944.546	36.78	944.546	73.39	944.546	71.17	944.546	74.61	944.546	68.83	944.546	65.5	
944.844	36.78	944.844	66.39	944.844	75.17	944.844	77.61	944.844	68.83	944.844	68.5	
945.143	33.78	945.143	68.39	945.143	72.17	945.143	74.61	945.143	71.83	945.143	68.5	
945.442	36.78	945.442	71.39	945.442	77.17	945.442	73.61	945.442	75.83	945.442	71.5	
945.74	34.78	945.74	71.39	945.74	69.17	945.74	75.61	945.74	69.83	945.74	65.5	
946.039	34.78	946.039	74.39	946.039	77.17	946.039	72.61	946.039	75.83	946.039	74.5	
946.338	31.78	946.338	72.39	946.338	74.17	946.338	77.61	946.338	74.83	946.338	72.5	
946.636	38.78	946.636	68.39	946.636	79.17	946.636	81.61	946.636	76.83	946.636	72.5	
946.934	35.78	946.934	67.39	946.934	74.17	946.934	76.61	946.934	73.83	946.934	73.5	
947.233	32.78	947.233	71.39	947.233	74.17	947.233	77.61	947.233	67.83	947.233	71.5	
947.531	32.78	947.531	73.39	947.531	79.17	947.531	78.61	947.531	76.83	947.531	74.5	
947.829	38.78	947.829	75.39	947.829	72.17	947.829	72.61	947.829	70.83	947.829	68.5	
948.127	42.78	948.127	69.39	948.127	77.17	948.127	73.61	948.127	75.83	948.127	73.5	
948.426	33.78	948.426	72.39	948.426	78.17	948.426	73.61	948.426	75.83	948.426	77.5	
948.724	32.78	948.724	78.39	948.724	70.17	948.724	75.61	948.724	73.83	948.724	70.5	
949.022	30.78	949.022	71.39	949.022	73.17	949.022	78.61	949.022	69.83	949.022	73.5	
949.32	36.78	949.32	71.39	949.32	77.17	949.32	75.61	949.32	76.83	949.32	76.5	
949.618	27.78	949.618	74.39	949.618	81.17	949.618	78.61	949.618	79.83	949.618	76.5	
949.915	30.78	949.915	72.39	949.915	83.17	949.915	78.61	949.915	71.83	949.915	72.5	
950.213	36.78	950.213	74.39	950.213	75.17	950.213	76.61	950.213	76.83	950.213	72.5	
950.511	31.78	950.511	77.39	950.511	71.17	950.511	75.61	950.511	75.83	950.511	75.5	
950.809	32.78	950.809	69.39	950.809	79.17	950.809	77.61	950.809	73.83	950.809	79.5	
951.106	30.78	951.106	72.39	951.106	84.17	951.106	83.61	951.106	72.83	951.106	77.5	
951.404	35.78	951.404	74.39	951.404	80.17	951.404	75.61	951.404	79.83	951.404	82.5	
951.702	37.78	951.702	75.39	951.702	73.17	951.702	79.61	951.702	77.83	951.702	80.5	
